Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
Black & White Cake,$22.99,30 oz,1 piece (80 g),340," Btw Chocolate Batter (Sugar, Btw Gluten Free Flour Mix (White Rice Flour, Brown Rice Flour, Potato Starch, Sorghum Flour, Tapioca Flour, Xanthan Gum), Coconut Cream, Canola Oil, Cocoa Powder (Cocoa Processed With Alkali), Eggs, Bittersweet Belgian Chocolate (Unsweetened Chocolate, Sugar, Cocoa, Soy Lecithin, Natural Vanilla Flavor, Baking Soda), Lemon Juice, Egg Yolks, Baking Soda, Espresso Powder, Vanilla Extract, Baking Powder, Salt), Btw Vanilla Chiffon Frosting (Organic Palm Oil, Sugar, Egg, White, Raw, Frozen, Pasteurized, Vanilla Extract, Salt), Btw Chocolate Frosting (Powdered Sugar, Butter Substitute (Oil Blend (Palm Fruit, Soybean, Canola, Flax, and Olive), Water, Salt, <2% Of Natural Flavor (Plant Derived from Corn), Soy Protein, Soy Lecithin, Lactic Acid (Non-dairy), Annatto Extract (Color)), Coconut Cream, Cocoa Powder (Cocoa Processed With Alkali), Organic Palm Oil, Vanilla Extract)","Eggs, Tree Nuts, Soy"
No Sugar Added Little Fella Cheesecake,$4.29,4 oz,4 oz (113 g),330,"Cream Cheese (Pasteurized Milk & Cream, Cheese Culture, Salt, Carob Bean Gum), Maltitol, Cage Free Eggs (Eggs, Citric Acid), Heavy Cream, Contain Less Than 2% of the Following: Water, Natural Vanilla Flavor, Vanilla Bean Extractives","Eggs, Milk and Dairy"
Lobster Tail,,1 servings per container,1 ea (113 g),390," Pastry Cream Mix (Sugar, Non-fat Milk Powder, Modified Food Starch [Tapioca], Dextrose, Fat Powder [Skimmed Milk Powder, Coconut Oil], Carrageenan, Natural Flavors, Tetrasodium Pyrophosphate, Calcium Carbonate, Calcium Lactate, Natural Color [Beta Carotene]), Pastry Cream (Pastry Cream Mix [Sugar, Non-fat Milk Powder, Modified Food Starch (Tapioca), Dextrose, Fat Powder (Skimmed Milk Powder, Coconut Oil), Carrageenan, Natural Flavors, Tetrasodium Pyrophosphate, Calcium Carbonate, Calcium Lactate, Natural Color (Beta Carotene)], Water, Heavy Whipping Cream [Organic Grade A Cream (Milk), Gellan Gum]).","Milk and Dairy, Tree Nuts, Eggs, Wheat, Soy"
Petit Four Chocolate,$2.25,1 servings per container,1 each (28 g),130," Chocolate Coating (Cane Sugar, Palm Kernel Oil, Cocoa Processed With Alkali, Lactose [Milk], Palm Oil, Sunflower Lecithin [An Emulsifier], Vanilla), Eggs, All-purpose Flour (Unbleached Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Powdered Sugar (Cane Sugar, Cornstarch), Cane Sugar, Butter (Cream, Salt), Water, Palm Oil, Corn Syrup (Corn Syrup, Salt, Vanilla Extract), Canola Oil, Cocoa Powder (Processed With Alkali), Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate), Vanilla Extract.","Eggs, Milk and Dairy, Wheat"
Gateau Basque Slice,$3.99,4 oz,1 slice (113 g),510," Filling (Cream [Whole Milk, Sugar, Egg, Butter (Cream, Lactic Acid Culture), Modified Corn Starch, Rhum, Natural Bitter Almond Flavor (Natural Flavoring Substances, Dextrose Magnesium Hydroxide Carbonate)]), Dough (Wheat Flour, Butter [Cream, Water, Natural Flavoring], Brown Cane Sugar, Sugar, Egg, Salt Sodium Acid Pyrophosphate and Sodium Bicarboante).","Eggs, Milk and Dairy, Tree Nuts, Wheat"
Organic Chocolate Chip Cookies,$6.99,6.3 oz,1 cookie (15 g),80," Organic Semi-sweet Chocolate Chips (Organic Cane Sugar, Organic Chocolate Liquor, Organic Cocoa Butter, Organic Soy Lecithin (Emulsifier), Organic Vanilla Extract), Organic Salted Butter, Organic Brown Sugar, Organic Cane Sugar, Organic White Rice Flour, Water, Organic Tapioca Starch, Organic Sorghum Flour, Organic Brown Rice Flour, Organic Palm Shortening, Organic Potato Starch, Organic Molasses, Organic Eggs, Sea Salt, Baking Soda, Organic Vanilla Extract, Xanthan Gum, Organic Rosemary Extract, Organic Sunflower Oil, Vitamin E (Mixed Tocopherols) To Retain Freshness","Eggs, Milk and Dairy, Soy"
Birthday Cake Macaron,,Unknown,1 each,70," Butter (Cream), Sugar, White Candy Coating (Sugar, Palm Kernel Oil, Nonfat Dry Milk, Milk, Soy Lecithin, Salt), Heavy Cream, Almonds, Egg Whites, Glucose, Water, Carrageenan, Mono & Diglycerides, Polysorbate 80, Guar Gum, Triethyl Citrate, Water, Fructose, Titanium Dioxide (Color), Natural Flavors, Rainbow Sprinkles (Sugar, Corn Starch, Palm & Palm Kernel Oils, Sunflower Lecithin, Colored With: [Turmeric, Annatto, Beet Juice, Vegetable Juices, Beta Carotene], Maltodextrin, Sodium Bicarbonate, Confectioners Glaze, Carnauba Wax), Spirulina, Invert Sugar, Citric Acid, Agar Agar, Xanthan Gum.","Eggs, Milk and Dairy, Soy, Tree Nuts"
Oatmeal Raisin Cookies,$5.79,10.5 oz,2 cookies (42 g),160," Oats, Flour, Raisins, Oils (Palm, Canola Oil), Brown Sugar, Inverted Cane Sugar, Cane Sugar, Egg, Water, Molasses, Malt, Cinnamon, Salt, Baking Soda, Apple Fiber, Natural Vanilla and Other Natural Flavors, Netmeg, Allspice.","Eggs, Wheat"
Cinnamon Tahini Crunchy Breakfast Biscuits,$5.99,1.32 oz,3 biscuits (37.5 g),180,"Whole Grain Flour* (Sugar, Sust Indie Dimey*), Cane *, Sustainable Palm Oil*, Tahini* (Sesame), Honey*, Flaxseed Flour*, Cinnamon*, Baking Soda, Sea Salt, Natural Flavoring.","Wheat, Sesame Seed"
Birthday Cake Bolt Cookies - 7oz,$4.99,8 servings per container,8 cookies (25 g),110," Wheat Flour, Cane Sugar, Palm Oil†, Chicory Root Fiber, Sprinkles (Sugar, Palm Kernel & Palm Oil†, Corn Starch, Color (Vegetable Juice, Annatto Extract, Spirulina Extract, Turmeric, Beta-carotene), Maltodextrin, Carnauba Wax, Cellulose Gum), Natural Flavors, Salt, Baking Soda.",Wheat
French Butter cookies coated with Milk chocolate,$4.49,4.76 oz,2 cookies (27 g),140,"milk chocolate 40% (sugar*, cocoa butter, whole milk powder, cocoa mass, emulsifier: sunflower lecithin, natural vanilla flavor), unbleached wheat flour, cane sugar, butter 13%, egg yolk powder, raising agent: ammonium hydrogen carbonate, whole milk powder, salt.","Milk and Dairy, Eggs, Wheat"
Apple Brown Butter Cookie,,1 servings per container,1 each,320,Unknown,Unknown
Chocolate Swirl Little Fella Cheesecake,$4.29,4 oz,4 oz (113 g),360,"Cream Cheese (Pasteurized Milk & Cream, Cheese Culture, Salt, Carob Bean Gum), Sugar, Water, Heavy Cream, Cocoa Powder, Cheese, (Pasteurized Cultured Skim Milk, Milk Protein, Microbial Rennet), Cage Free Eggs, (Eggs, Citric Acid), Contains Less Than 2% of the Following: Cornstarch, Natural Vanilla Flavor, Water, Vanilla Bean Extractives","Eggs, Milk and Dairy"
Chocolate Chunk Hemp Cookie,$3.49,1 servings per container,1 cookie (43 g),230,"Choco-chunk Hemp  Almond Meal, Almond Sea Salt Chunks (99% Unsweetened Dark Chocolate, Raw Organic Blue Agave, Raw Organic Coconut Butter, Organic Cashew Butter, Organic Roasted Almonds, Maine Sea Salt, Organic Pure Vanilla), Sunflower Oil, Raw Hemp Seeds, Raw Organic Coconut Crystals, Organic Pure Vanilla, Natural Almond Extract, Aluminum-free Baking Soda, Pink Himalayan Crystal Salt",Tree Nuts
Double Chocolate Bolt Cookies - 7oz,$4.99,8 servings per container,8 cookies (25 g),110," Wheat Flour, Cane Sugar, Palm Oil†, Chicory Root Fiber, Chocolate Chips (Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin [Emulsifier], Vanilla Extract), Cocoa (Processed With Alkali), Natural Flavors, Salt, Baking Soda.","Wheat, Soy"
Raspberry Cake,$4.99,5.38 oz,153 g (153 g),590,"Cake: Gluten-free Flour Mix (White Rice Flour, Brown Rice Flour, Potato Starch, Sorghum Flour, Tapioca Flour, Xanthan Gum), Granulated Sugar, Canola Oil, Coconut Beverage (Organic Coconut Milk (Filtered Water, Organic Coconut Cream), Organic Cane Sugar, Organic Guar Gum, Tricalcium Phosphate, Magnesium Phosphate, Xanthan Gum, L-selenomethionine (Selenium), Vitamin A Acetate, Vitamin D-2, Zinc Oxide, Vitamin B-12), Egg, Lemon Juice, Baking Powder, Vanilla Extract, Salt, Almond Extract., Filling: Raspberry Jam (Sugar, Raspberry, Water, Pectin, Citric Acid, Sodium Nitrate)., Frosting: Confectioner Sugar (Sugar, Corn Starch), Vegan Butter (Oil Blend (Palm Fruit, Soybean, Canola, Flax, and Olive), Water, Salt, Natural Flavor (Derived from Corn), Protein, Soy Lecithin, Lactic Acid (Non-dairy), Annatto Extract (Color)), Organic Palm Oil, Raspberry, Lemon Juice, Vanilla Extract","Eggs, Tree Nuts, Soy"
Oatmeal Raisin Cookie Dough 6 Count,$5.49,12 oz,1 ea,240," Raisins (Raisins, Sunflower Oil), Rolled Oats, Butter (Cream), Unbleached, Unbromated Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Light Brown Sugar, Sugar, Eggs, Water, Natural Vanilla Flavor, Sea Salt, Cinnamon, Baking Soda.","Eggs, Milk and Dairy, Wheat"
Peanut Butter Cookies,$5.79,10.5 oz,2 cookies (42 g),180," Peanut Butter (Dry Roasted Peanuts, Salt), Brown Sugar, Flour, Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin), Inverted Cane Sugar, Water, Oils (Palm, Canola Oil), Cane Sugar, Peanuts, Date Paste (Dates, Water), Egg, Salt, Baking Soda, Peanut Butter Flavor, Apple Fiber, Vanilla Extract, Natural Flavors","Eggs, Peanuts, Wheat, Soy"
Chocolate Cheesecake 2in,$2.25,1 servings per container,1 each (113 g),330," Cheesecake (Cream Cheese [Pasteurized Milk and Cream, Salt, Stabilizers (Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums), Cheese Culture], Dark Chocolate [Cocoa Mass, Sugar, Cocoa Butter, Soya Lecithin (An Emulsifier), Vanilla], Cane Sugar, Eggs, Crust [Flour, Butter, Cane Sugar, Palm Oil, Cocoa Powder, Water, Eggs, Salt]), Chocolate Ganache (Chocolate Chips [Unsweetened Chocolate, Sugar, Cocoa Butter, Soy Lecithin (An Emulsifier), Natural Vanilla Flavor], Heavy Whipping Cream [Grade A Cream, Sodium Citrate, Carrageenan]).","Eggs, Milk and Dairy, Soy, Wheat"
Lemon Lime Cookies,$5.99,5.5 oz,1 cookie (12 g),60," Unbleached Flour (Wheat, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Enzyme, Folic Acid), Butter (Sweet Cream, Lactic Acid), Non-GMO Canola Oil, Confection Sugar (Cane Sugar, Corn Starch), Cane Sugar, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate, Corn Starch), Sea Salt, Vanilla Sugar (Granulated Sugar, Vanilla Bean Paste), Lemon Oil, Lime Oil, White Vinegar.","Milk and Dairy, Wheat"
Chocolate Chip Bolt Cookies - 7oz,$4.99,8 servings per container,8 cookies (25 g),110," Wheat Flour, Cane Sugar, Palm Oil†, Chicory Root Fiber, Chocolate Chips [Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin [Emulsifier], Vanilla Extract), Natural Flavors, Salt, Baking Soda.","Wheat, Soy"
Chocolate Chip Muffin,$2.75,3.2 oz,55 g (55 g),220," Non-GMO Sugar, Non-GMO Unenriched Flour, Non-GMO Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller-pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Expeller-pressed Canola Oil, Non-GMO Chocolate (Sugar, Cocoa Mass, Cocoa Butter, Sunflower Lecithin (An Emulsifier), Vanilla), Water, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Non-GMO Vanilla.",Wheat
Key Lime Cheesecake 3in,,1 servings per container,1 each (198 g),780," Cheesecake (Cream Cheese [Pasteurized Milk and Cream, Salt, Stabilizers (Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums), Cheese Culture], Cane Sugar, Eggs, Key Lime Juice, Flour, Spinach For Coloring, Crust [Unenriched Flour, Cane Sugar, Butter, Corn Meal, Eggs, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Corn Starch), Cocoa, Salt, Cinnamon, Nutmeg]), Vanilla Swiss Buttercream (Butter [Cream, Natural Flavorings], Sugar [Organic Cane Sugar], Egg Whites, Vanilla Extract [Water, Organic Alcohol, Vanilla Bean Extractives]), Limes.","Eggs, Milk and Dairy, Wheat"
Vanilla Cupcake,$2.50,1 servings per container,1 ea,310," Water, Cane Sugar, RSPO Certified Sustainable Palm Oil (Palm Oil, Vegetable Mono & Diglycerides), Confectioners' Sugar (Cane Sugar, Cornstarch), Enriched Unbleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Expeller-pressed Canola Oil, Natural Vanilla Flavor, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate), Faba Bean Protein, Sea Salt, Beta Carotene (For Color).",Wheat
Cheesecake New York Fruit Topped 8in,,8 servings per container,1 slice,550," Cream Cheese (Pasteurized Milk and Cream, Salt, Stabilizers [Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums], Cheese Culture), Sugar, Eggs, Lemon Juice, Vanilla (Vanilla Bean Extractives, Water, Ethyl Alcohol), Crumb (Flour [Wheat, Malted Barley], Butter, Sugar, Eggs, Corn Meal, Baking Powder [Monocalcium Phosphate, Sodium Bicarbonate (Baking Soda), Corn Starch], Cocoa Powder, Salt, Cinnamon, Nutmeg), Strawberries, Blueberries, Raspberries, Vanilla Swiss Buttercream (Butter [Cream, Natural Flavorings], Sugar [Organic Cane Sugar], Egg Whites, Vanilla Extract [Water, Organic Alcohol, Vanilla Bean Extractives]), Apricot Glaze (Glucose Syrup, Water, Fructose, Invert Sugar, Apricot Puree, Sugar, Pectin, Cultured Corn Syrup, Natural Flavor, Citric Acid, Xanthan Gum, Sodium Acid Pyrophosphate, Paprika [Color]).","Eggs, Milk and Dairy, Wheat"
Key Lime Cheesecake 2in,$2.25,1 servings per container,1 ea,400," Cheesecake (Cream Cheese [Pasteurized Milk and Cream, Salt, Stabilizers (Carob Bean Gum and/Or Xanthan, Locust Bean, and Guar Gums), Cheese Culture], Cane Sugar, Eggs, Key Lime Juice, Flour, Spinach For Coloring, Crust [Unenriched Flour, Cane Sugar, Butter, Corn Meal, Eggs, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Corn Starch), Cocoa, Salt, Cinnamon, Nutmeg]), Vanilla Swiss Buttercream (Butter [Cream, Natural Flavorings], Sugar [Organic Cane Sugar], Egg Whites, Vanilla Extract [Water, Organic Alcohol, Vanilla Bean Extractives]), Apricot Glaze (Glucose Syrup, Water, Fructose, Invert Sugar, Apricot Puree, Sugar, Pectin, Cultured Corn Syrup, Natural Flavor, Citric Acid, Xanthan Gum, Sodium Acid Pyrophosphate, Paprika [Color]), Limes.","Milk and Dairy, Eggs, Wheat"
Cookies And Cream Cheesecake,,1 servings per container,1 each (142 g),1120," Cheesecake (Cream Cheese [Pasteurized Milk and Cream, Salt, Stabilizers (Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums), Cheese Culture], Sugar [Organic Cane Sugar], Eggs, Vanilla [Water, Ethyl Alcohol, Vanilla Bean Extractives], Cookie Crumbs [Flour, Cane Sugar, Butter, Palm Oil, Cocoa Powder, Water, Eggs, Vanilla (Water, Ethyl Alcohol, Vanilla Bean Extractives), Salt], Crust [Unenriched Flour, Butter, Cane Sugar, Palm Oil, Cocoa Powder, Water, Eggs, Salt], Cookies [Organic Unbleached Wheat Flour, Organic Powdered Sugar (Organic Sugar, Organic Corn Starch), Organic Sugar, Organic Palm Fruit Oil (Expeller Pressed), Cocoa (Processed With Alkali), Unsweetened Chocolate, Salt, Natural Flavor, Sodium Bicarbonate (Leavening), Soya Lecithin (Emulsifier)], White Chocolate [Sugar, Cocoa Butter, Whole Milk Powder, Skim Milk Powder, Milk Fat, Soya Lecithin (Emulsifier), Vanilla]), Vanilla Swiss Buttercream (Butter [Cream, Natural Flavorings], Sugar [Organic Cane Sugar], Egg Whites, Vanilla Extract [Water, Organic Alcohol, Vanilla Bean Extractives]), Chocolate Creme Cookie (Unbleached Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Cane Sugar, Expeller Pressed Canola Oil, Cocoa Powder, Wheat Starch, Invert Sugar Syrup, Natural Flavors, Salt, Leavening [Sodium Bicarbonate], Soy Lecithin [Emulsifier]).","Eggs, Milk and Dairy, Soy, Wheat"
Coconut Oat Cookies,$5.99,5.5 oz,1 cookie (12 g),60," Cane Sugar, Unbleached Flour (Wheat, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Enzyme, Folic Acid), Whole Oats, Butter (Sweet Cream, Lactic Acid), Non-GMO Canola Oil, Unsweetened Shredded Coconut, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate, Corn Starch), White Vinegar, Sea Salt.","Milk and Dairy, Tree Nuts, Wheat"
Chocolate Macaron,,1 servings per container,1 each,70," Dark Chocolate (Sugar, Palm Oil, Cacao Powder, Soy Lecithin, Vanilla Extract), Sugar, Heavy Cream, Carrageenann, Mono & Diglycerides, Polysorbate 80, Blanched Almond Flour, Powdered Sugar, Egg Whites (Egg Whites, Water, Guar Gum and Triethyl Citrate), Water, Unsalted Butter, Cocoa Powder.","Eggs, Milk and Dairy, Soy, Tree Nuts"
Choco-fit-almond Sea Salt Real Food Bar,$4.99,2 oz,0.5 container (28 g),140,"Unsweetened Dark Chocolate (99% Cacao), Raw Organic Coconut Butter, Organic Cashew Butter, Raw Organic Blue Agave Nectar, Organic Roasted Almonds, Vanilla, Maine Sea Salt",Tree Nuts
Cookies & Cream Cheesecake 2in,$2.25,1 servings per container,1 each (113 g),400," Cheesecake (Cream Cheese [Pasteurized Milk and Cream, Salt, Stabilizers (Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums), Cheese Culture], Cane Sugar, Eggs, Vanilla, Cookie Crumbs [Flour, Cane Sugar, Butter, Palm Oil, Cocoa Powder, Water, Eggs, Vanilla, Salt], Crust [Unenriched Flour, Butter, Cane Sugar, Palm Oil, Cocoa Powder, Water, Eggs, Salt]), Chocolate Sandwich Cookie (Unbleached Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Cane Sugar, Expeller Pressed Canola Oil, Cocoa Powder, Wheat Starch, Invert Sugar Syrup, Natural Flavors, Salt, Leavening [Sodium Bicarbonate], Soy Lecithin [Emulsifier]), Vanilla Swiss Buttercream (Butter [Cream, Natural Flavorings], Sugar [Organic Cane Sugar], Egg Whites, Vanilla Extract [Water, Organic Alcohol, Vanilla Bean Extractives]).","Eggs, Milk and Dairy, Soy, Wheat"
Raspberry Cheesecake,$2.25,1 servings per container,1 each,390," Cheesecake (Cream Cheese [Pasteurized Milk and Cream, Salt, Stabilizers (Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums), Cheese Culture], Raspberries, Cane Sugar, Eggs, Flour, Crust [Unenriched Flour, Cane Sugar, Butter, Corn Meal, Eggs, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Corn Starch), Cocoa, Salt, Cinnamon, Nutmeg]), Raspberry, Swiss Buttercream (Butter [Cream, Natural Flavorings], Sugar, Egg Whites, Vanilla Extract [Water, Alcohol, Cane and/or Corn Sugar, Vanilla Extractives]), Apricot Glaze (Glucose Syrup, Water, Fructose, Invert Sugar, Apricot Puree, Sugar, Pectin, Natural Flavor, Xanthan Gum, Tetrasodium Pyrophosphate, Natural Color [Paprika], Citric Acid).","Eggs, Milk and Dairy, Wheat"
Sfogliatelle Each,,1 servings per container,1 each (142 g),480," Sfogliatelle (Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Eggs, Ricotta Cheese [Milk, Starter, Salt], Sugar, Farina [Farina, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid], Vegetable Shortening [Palm and/or Soy], Orange Peel [Orange Peel, Sugar, Citric Acid], Salt, Natural Flavors).","Eggs, Milk and Dairy, Soy, Wheat"
Chocolate Explosion Cake,,1 servings per container,1 ea (142 g),670," Chocolate Batter (Dark Chocolate [Cocoa Mass, Sugar, Cocoa Butter, Soya Lecithin (Emulsifier), Vanilla], Butter, Eggs, Cane Sugar, Unenriched Flour, Heavy Cream), Ganache (Heavy Cream, Dark Chocolate [Cocoa Mass, Sugar, Cocoa Butter, Soya Lecithin (Emulsifier), Vanilla], Invert Sugar, Soya Lecithin [Emulsifier]).","Eggs, Milk and Dairy, Soy, Wheat"
Mini Chocolate Cannoli,$2.25,1 servings per container,1 each,160," Cannoli Filling (Ricotta Cheese [Pasteurized Whole Milk, Vinegar, and Salt], Sugar, Vanilla Extract [Water, Alcohol, Cane and/or Corn Sugar, Vanilla Extractives], Cinnamon), Cannoli Shell (Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Chocolate [Sugar, Palm Kernel & Palm Oil, Cocoa (Processed With Alkali), Non-fat Dry Milk, Soy Lecithin (Emulsifier), Vanilla], Vegetable Shortening [Palm and/or Soy], Water, Eggs, Sugar, Vinegar, Cinnamon, Salt, Natural Flavors).","Eggs, Milk and Dairy, Soy, Wheat"
Carrot Cupcake,$2.50,1 servings per container,1 each (57 g),280," Confectioner's Sugar (Sugar, Cornstarch), Cane Sugar, Enriched Unbleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cream Cheese (Pasteurized Milk and Cream Cheese Culture, Salt, Stabilizers [Carob Bean and/or Xanthan and/or Guar Gums]), Expeller-pressed Canola Oil, Eggs, Fresh Carrots, Pineapple (Pineapple, Pineapple Juice), Walnuts, Butter (Cream), Palm Oil, Raisins, Sea Salt, Cinnamon, Ginger, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate), Vanilla Extract (Vanilla Beans, Alcohol, Water), Baking Soda, Nutmeg, Citric Acid, Cloves.","Eggs, Milk and Dairy, Tree Nuts, Wheat"
Vanilla Bean Macaron,,1 servings per container,1 each,70," Sugar, White Candy Coating (Sugar, Palm Kernel Oil, Nonfat Dry Milk, Milk, Soy Lecithin, Salt), Heavy Cream, Almonds, Egg Whites, Water, Glucose, Butter (Cream), Corn Starch, Guar Gum, Carrageenan, Mono & Diglycerides, Polysorbate 80, Triethyl Citrate, Fructose, Vanilla, Natural Flavor, Agar Agar, Xanthan Gum.","Eggs, Milk and Dairy, Soy, Tree Nuts"
Cookie Banana Coconut,$3.59,3.5 oz,1 cookie (100 g),380,"Whole-grain Oats, Flour (Unbleached Wheat Flour, Malted Barley Flour, Niacin, Reduce Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Banana Puree (Banana and Ascorbic Acid), Expeller-pressed Non-GMO Canola Oil, Honey, Brown Sugar, Ground Flaxseed, Butter, Dried Unsulphured Apples, Eggs (Cagefree), Unsweetened Coconut, Distilled Vinegar, Oat Fiber, Baking Soda, Pure Vanilla, Salt, Natural Coconut and Banana Flavors, Cultured Wheat Starch (An All-natural Preservative), Xanthan Gum, Citric Acid.","Milk and Dairy, Eggs, Tree Nuts, Wheat"
Chocolate Filled Crossiant,$3.05,9.52 oz,1 croissant (45 g),190,"Wheat Flour, Butter, Chocolate (Sugar, Cocoa Mass, Cocoa Butter, Lecithin, Natural Vanilla Flavor), Sugar, Water, Leaven (Wheat Flour, Malted Wheat and Rye Flour, Water, Yeast), Pasteurized Whole Eggs, Mono-and Diglycerides, Yeast, Salt, Skimmed Milk Powder, Wheat Gluten, Natural Flavors, Acerola Extract.","Eggs, Milk and Dairy, Soy, Wheat"
Vanilla Cookies,$5.99,5.5 oz,1 cookie (12 g),70," Cane Sugar, Unbleached Flour (Wheat, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Enzyme, Folic Acid), Butter (Sweet Cream, Lactic Acid), Non-GMO Canola Oil, Vanilla Sugar (Granulated Sugar, Vanilla Bean Paste), Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate, Corn Starch), Baker's Ammonia (Ammonium Carbonate), White Vinegar.","Milk and Dairy, Wheat"
Sugar Cookie Vegan Rice Crispy Treat,$3.99,2 servings per container,0.5 bar (40 g),170," Dandies Vegan Marshmallows (Tapioca Syrup, Cane Sugar, Water, Tapioca Starch, Carrageenan, Soy Protein, Natural Vanilla Flavor.), Organic Brown Rice Crisped Cereal (Organic Brown Rice), Vegan Margarine (Vegetable Oil Blend-palm Fruit, Canola and Olive Oils-, Water, Salt), Soybean Oil (Non GMO Expeller Pressed Soybean Oil), Vanilla Paste (Glycerin, Natural Flavor, Water, Vanilla Bean Seeds, Vegetable Gum (Acacia, Xanthan), Natural Color (Caramel)), Salt",Soy
Mini Vanilla Cupcakes 12 pack,$2.25,Unknown,1 ea,160,"Frosting (Powdered Sugar [Sugar, Cornstarch], Butter [Cream, Salt], Vanilla Extract [Water, Alcohol, Cane and/or Corn Sugar, Vanilla Extractives]), Vanilla Cupcake (Sugar, Eggs, Soybean Oil, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Wheat Flour, Whey, Contains Less Than 2% of Each of the Following [Food Starch-modified, Baking Soda, Ethyl Alcohol, Soy Lecithin, Sodium Acid Pyrophosphate, Natural Flavor, Wheat Gluten, Salt]), Sprinkles (Sugar, Cornstarch, Palm Oil and Palm Kernel Oil, Dextrin, Soy Lecithin, Colored With Turmeric, Annatto, Beet Juice, Vegetable Juices and Beta Carotene, Maltodextrin, Sodium Bicarbonate, Confectioner's Glaze, Carnauba Wax), Yellow Food Coloring (Plant Extractive, Soy Lecithin), Blue Food Color (Natural Plant Extractives), Red Food Coloring (Natural Plant Extractive)","Eggs (Eggs), Milk and Dairy (Butter, Cream, Whey), Soy (Soy Lecithin, Soybean Oil), Wheat (Wheat Flour, Wheat Gluten)"
Corn Muffin,$2.75,2 servings per container,55 g (55 g),210,"Non-GMO Sugar, Non-GMO and Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller Pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Unenriched Flour, Non-GMO Canola Oil, Water, Non-GMO Corn Meal, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate).",Wheat
