Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
Red Velvet Macaron,,1 servings per container,1 each,70," Sugar, White Candy Coating (Sugar, Palm Kernel Oil, Nonfat Dry Milk, Milk, Soy Lecithin, Salt), Heavy Cream, Almonds, Egg Whites, Glucose, Water, Butter (Cream), Corn Starch, Guar Gum, Carrageenan, Mono & Diglycerides, Polysorbate 80, Triethyl Citrate, Fructose, Natural Flavor, Color Added, Soy Lecithin, Cocoa Powder Processed With Alkali, Fruit & Vegetable Color, Agar Agar, Xanthan Gum.","Eggs, Milk and Dairy, Soy, Tree Nuts"
Cookie Gingered Apple,$3.59,1 servings per container,1 cookie (100 g),380,"Whole-grain Oats, Flour (Unbleached Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Raisins, Expeller-pressed Non-GMO Canola Oil, Molasses, Brown Sugar, Dried Unsulphured Apples, Butter, Ground Flaxseed, Eggs (Cagefree), Water, Ginger Puree, Distilled Vinegar, Oat Fiber, Baking Soda, Salt, Cultured Wheat Starch (An All-natural Preservative), Xanthan Gum, Cold-pressed Lemon Oil.","Eggs, Milk and Dairy, Wheat"
Cheesecake Grab Go No Chocolate Swirl No Sugar Added,$2.99,1 servings per container,85 g (85 g),270,"Cream Cheese (Pasteurized Milk and Cream, Salt, Stabilizers [Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums], Cheese Culture), Maltitol, Eggs*, Chocolate (Cocoa Mass, Maltitol [Sweetener][Wheat], Cocoa Butter Soya Lecithin-an Emulsifier, Natural Vanilla Flavoring), Lemon Juice*, Vanilla.","Eggs, Milk and Dairy, Soy, Wheat"
Berry Chantilly Cupcake,$2.50,1 servings per container,1 each,300," Vanilla Cake (Natural Vanilla Cake Mix [Sugar, Wheat Flour, Food Starch-modified, Wheat Starch, Sunflower Oil, Leavening (Sodium Bicarbonate, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Wheat Gluten, Salt, Natural Flavor, Corn Starch, Wheat Protein Isolate, Mono-and-diglycerides, Cellulose Gum, Lecithin], Whole Egg, Canola Oil, Water), Berry Chantilly Icing (Heavy Cream [Pasteurized Heavy Cream], Chantilly Icing [Powdered Sugar (Cane Sugar, Corn Starch), Cream Cheese (Pasteurized Cream & Milk, Milk Proteins, Natural Acids, Cheese Culture, Salt, Xanthan, Carob Bean, & Guar Gums), Mascarpone Cheese (Pasteurized Cream, Milk Proteins, Acidulent), Xanthan Gum], Almond Emulsion [Propylene Glycol, Water, Gum, Natural Flavor]), Strawberries, Apricot Glaze (Glucose Syrup, Water, Fructose, Invert Sugar, Apricot Puree, Sugar, Pectin, Natural Flavor, Xanthan Gum, Tetrasodium Pyrophosphate, Natural Color [Paprika], Citric Acid), Blackberries, Raspberries, Blueberries.","Milk and Dairy, Eggs, Tree Nuts, Wheat, Soy"
Super Stuffed Chocolate Crème Cookies,$5.54,10.4 oz,2 cookies (30 g),150," Cane Sugar, Palm Oil, Rice Flour, Gluten Free Whole Grain Oat Flour, Tapioca Starch, Contains 2% or Less of: High Oleic Sunflower Oil, Cocoa (Processed With Alkali), Invert Sugar, Corn Starch, Soy Lecithin, Xanthan Gum, Inulin, Baking Soda, Salt, Natural Flavors, Ammonium Bicarbonate.",Soy
Oatmeal Chocolate Chip Cookies,$7.99,10 oz,1 cookie (28 g),130," Organic Wheat Flour, Organic Palm Fruit Oil, Organic Oats, Chocolate Chips (Organic Cane Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin (An Emulsifier), Vanilla Bean Seeds), Organic Evaporated Cane Juice, Organic Brown Rice Syrup, Organic Molasses, Organic Unsweetened Coconut, Organic Maple Syrup, Organic Soy Lecithin, Baking Soda, Vanilla Extract (Bourbon Vanilla Beans, Alcohol, Water), Sea Salt and Organic Cinnamon.","Soy, Tree Nuts, Wheat"
Peanut Butter Chocolate Chip Cookies,$7.99,10 oz,1 cookie (28 g),140," Organic Wheat Flour, Organic Peanut Butter, Organic Evaporated Cane Juice, Chocolate Chips (Organic Cane Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin (An Emulsifier), Vanilla Bean Seeds), Organic Palm Fruit Oil, Organic Brown Rice Syrup, Organic Soy Lecithin, Organic Molasses, Baking Soda, Sea Salt, Vanilla Extract (Bourbon Vanilla Beans, Alcohol, Water).","Peanuts, Soy, Wheat"
Salted Caramel Macarons,,1 servings per container,1 each,70," Sugar, White Candy Coating (Sugar, Palm Kernel Oil, Nonfat Dry Milk, Milk, Soy Lecithin, Salt), Heavy Cream, Almonds, Egg Whites, Glucose, Water, Butter (Cream), Corn Starch, Guar Gum, Carrageenan, Mono & Diglycerides, Polysorbate 80, Triethyl Citrate, Milk, Fructose, Caramel, Natural Flavor, Agar Agar, Xanthan Gum.","Eggs, Milk and Dairy, Soy, Tree Nuts"
Vanilla Lady Fingers,$3.19,3.5 oz,5 cookies (25 g),100,"Sugar, Unbleached Wheat Flour, Eggs, Wheat, Glucose-fructose Syrup, Ammonium Bicarbonate, Natural Vanilla Flavor","Eggs, Wheat"
Organic Peanut Butter Graham Cracker Sandwich,$1.79,Unknown,1 package (45 g),220," Dry Roasted Blanched Organic Peanuts, Organic Palm Oil, Organic Sugar, Organic Sorghum Flour, Organic Oat Flour, Organic Cassava Flour, Organic Peanut Flour, Water, Organic Tapioca Syrup, Organic Sunflower Oil, Organic Cane Molasses, Natural Mixed Tocopherols (To Maintain Freshness), Leavening (Organic Potato Starch, Cream Of Tartar, Sodium Bicarbonate), Salt, Xanthan Gum, Organic Cinnamon, Organic Guar Gum.",Peanuts
Organic Sunflower Seed Butter Graham Cracker Sandwich,$1.79,1 servings per container,1 package (45 g),240," Dry Roasted Organic Sunflower Seeds, Organic Palm Oil, Organic Cassava Flour, Organic Sugar, Organic Sorghum Flour, Organic Oat Flour, Water, Organic Tapioca Syrup, Organic Sunflower Oil, Organic Cane Molasses, Leavening (Organic Potato Starch, Cream of Tartar, Sodium Bicarbonate), Natural Mixed Tocopherols (To Maintain Freshness), Salt, Xanthan Gum, Organic Cinnamon, Organic Guar Gum.",Unknown
Soft Baked Chocolate Chip Cookies,$6.29,5.5 oz,3 cookies (31 g),150," Gluten Free Flour Blend (Organic Light Buckwheat Flour, Cassava Flour, Gluten Free Oat Flour, Tapioca Flour), Non GMO Sunflower Oil, Organic Fair Trade Sugar, Semi-sweet Chocolate Chips (Cane Sugar, Unsweetened Chocolate, Cocoa Butter), Gluten Free Oats, Organic Light Brown Sugar (Organic Cane Sugar, Organic Molasses), Tapioca Starch, Water, Apple Juice Concentrate, Fructose, Tapioca Fiber Syrup, Baking Soda, Milled Flax Meal, Sea Salt, Vanilla Extract, Caramelized Cane Sugar, Rosemary Extract",Unknown
Birthday Cake Bolt Cookies - 8ct Snack Packs,$5.87,7.04 oz,1 pouch (25 g),110,"Wheat Flour, Cane Sugar, Palm Oil†, Chicory Root Fiber, Sprinkles 'sugar, Palm Kernal & Palm Oil†, Corn Starch, Color (Vegetable Juice, Spirulina Extract, Turmeric, Annatto Extract, Beta-carotene), Maltodextrin, Carnauba Wax, Cellulose Gum), Natural Flavors, Salt, Baking Soda., †rspo: Certified Sustainable Palm Oil.",Wheat
Peanut Butter Chocolate Chip Cookie Dough,$6.49,14 oz,1 cookie (14 g),60," Unbleached Wheat Flour, Earth Balance (Oil Blend [Palm Fruit, Canola and Olive Oils], Water, Salt, Contains Less Than 2% Of Natural Flavor, Sunflower Lecithin, Lactic Acid [Non-dairy], Annatto Extract [Color]), Organic Cane Sugar, Peanut Butter (Ground Roasted Peanuts), Brown Cane Sugar, Apple Sauce (Apples, Water, Ascorbic Acid), Semi-sweet Chocolate (Organic Cane Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin [An Emulsifier], Vanilla Bean Seeds), Pure Vanilla Extract, Baking Soda, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate, Corn Starch [Made from Nongenetically Modified Corn]), Sea Salt","Peanuts, Wheat, Soy"
Chocolate Chip Cookies,$7.99,10 oz,1 cookies (28 g),130," Organic Wheat Flour, Organic Evaporated Cane Juice, Organic Palm Fruit Oil, Chocolate Chips (Organic Cane Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin (An Emulsifier), Vanilla Bean, Seeds), Oraganic Brown Rice Syrup, Vanilla Extract, (Bourbon Vanilla Beans, Alcohol, Water), Organic Soy Lecithin, Organic Molasses, Baking Soda, and Sea Salt.","Soy, Wheat"
Brown Butter Chocolate Chunk Cookie Dough 4 Count,$6.49,4 servings per container,1 ea,380," Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter, Sunflower Lecithin, Salt), Wheat Flour, Butter (Sweet Cream), Brown Sugar, Cane Sugar, Eggs (Eggs, Citric Acid), Non Fat Milk Powder (Non Fat Dry Milk, Whey Solids), Sea Salt, Baking Soda (Sodium Bicarbonate), Natural Flavor.","Eggs, Milk and Dairy, Wheat"
Raspberry Almond Danish 4CT,$7.49,Unknown,Unknown,Unknown,Unknown,Unknown
Mamoul Mango Cookies,$6.79,10 oz,1 cookie (56.69 g),230,"Ingredient: Mangos (Mango, Cane Sugar, Citric Acid), Non-GMO Wheat Flour (Hard Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic Refined Coconut Oil, Non_gmo Pure Cane Sugar, and Water.","Tree Nuts, Wheat"
Ginger Snaps,$5.99,10 oz,5 cookies (30 g),130," Enriched Wheat Flour (Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cane Sugar, Canola Oil, Fancy Molasses, Ginger, Baking Soda, Sea Salt, Soy Lecithin (An Emulsifier)","Wheat, Soy"
Cookies,$2.99,Unknown,Unknown,Unknown," Cane Sugar, Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Expeller Pressed Canola Oil, Cocoa Powder (Processed With Alkali), Wheat Starch, Invert Cane Sugar Syrup, Natural Flavors, Salt, Baking Soda (Sodium Bicarbonate), Soy Lecithin (Emulsifier).","Wheat, Soy"
Vanilla Sandwich Cremes,$2.99,20 oz,Unknown,Unknown," Cane Sugar, Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Expeller Pressed Canola Oil, Wheat Starch, Invert Cane Sugar Syrup, Salt, Baking Soda (Sodium Bicarbonate), Natural Flavor, Soy Lecithin (Emulsifier).","Wheat, Soy"
Brookie,$7.99,Unknown,Unknown,Unknown,Unknown,Unknown
Red Velvet Cake 8 Inch,,Unknown,Unknown,Unknown,Unknown,Unknown
Vanilla Cupcakes,$10.99,12 oz,1 cupcake (92 g),370," Cake: Btw Flour Mix (White Rice Flour, Brown Rice Flour, Potato Starch, Sorghum Flour, Tapioca Flour, Xanthan Gum), Sugar, Canola Oil, Whole Eggs, Water, Coconut Cream, Lemon Juice, Baking Powder, Vanilla Extract, Salt, Allergen-free Almond Extract. Frosting: Sugar, Palm Oil Shortening, Egg Whites, Butter Substitute (Expeller-pressed Organic Oil Blend (Coconut, Hi-oleic Sunflower, Sustainable Ethical Palm Fruit), Water, Sunflower Lecithin, Natural Flavor, Tocopherols, Organic Annatto Extract Color), Vanilla Extract, Salt, Natural Color. Natural Color Rainbow Sprinkles: Sugar, Corn Starch, Rice Flour, Palm Oil & Palm Kernel Oil, Gum Arabic, Xanthan Gum, Mono-diglycerides, Sunflower Lecithin, Dextrin, Confectioner's Glaze, Carnauba Wax, Colored With Turmeric, Annatto, Vegetable Juices, Beta-carotene, Maltodextrin, and Sodium Bicarbonate","Eggs, Tree Nuts, Wheat"
Vanilla Buttercream Cake 6 Inch,,8 servings per container,1 slice,720," Vanilla Cake (Cane Sugar, Enriched Unbleached Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Expeller-pressed Canola Oil, Eggs, Non-fat Powdered Milk, Natural Vanilla Flavor, Baking Powder [Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate], Sea Salt), Vanilla Frosting (Powdered Sugar [Sugar, Cornstarch], Palm Shortening [Palm Oil], Butter [Sweet Cream], Natural Flavor, Sea Salt), Colored Buttercream (Frosting [Powdered Sugar (Sugar, Cornstarch), Palm Shortening (Palm Oil), Butter (Sweet Cream), Natural Flavor, Sea Salt], Food Coloring [Natural Flavor, Vegetable Glycerin, Natural Plant Extractives, Beets, Annatto, Citric Acid, Soy Lecithin]), Sprinkles (Sugar, Spirulina Powder [Color], Carnauba Wax, Unsweetened Chocolate, Cocoa [Processed With Alkali], Butterfat, Dry Whole Milk, Natural Vanilla Flavor, Turmeric Color, Beta Carotene, Caramel Color, Red Cabbage Color, Beet Root, Lycopene, Palm Kernel & Palm Oil, Corn Starch, Vegetable Juice, Annatto Extract, Paprika Oleoresin, Sunflower Lecithin, Maltodextrin, Cellulose Gum, Rice Flour, Gum Arabic, Xanthan Gum, Mono-diglycerides, Dextrin, Confectioner's Glaze, Sodium Bicarbonate).","Milk and Dairy, Eggs, Wheat, Soy"
Date-filled Mamoul Cookies,$6.79,10 oz,1 cookie (56.69 g),220,"Dates, Never Bleached, Never Bromated (Non-GMO) Wheat Flour (Hard Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic Refined Coconut Oil, Pure Cane Sugar (Non-GMO), and Water","Tree Nuts, Wheat"
Red Velvet Cake 6 Inch,,8 servings per container,1 slice,600," Red Velvet Cake (Cream Cheese [Pasteurized Milk and Cream, Salt, Carob Bean Gum, Cheese Culture], Cake Base [Sugar, Wheat Flour, Food Starch- Modified, Wheat Starch, Sunflower Oil, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Monocalcium Phosphate), Salt, Corn Starch, Natural Flavor, Wheat Protein Isolate, Sunflower Lecithin, Cellulose Gum], Unsalted Butter [Sweet Cream, Natural Flavors], Corn Syrup, Cage Free Eggs, Sugar, Soybean Oil, Water, Fondant [Cane Sugar, Glucose Syrup, Water], Vegetable Shortening [Palm Oil], Contains Less Than 2% Of the Following: Food Starch- Modified, Cocoa [Processed With Alkali], Suprared Liquid Food Color [Glycerine, Vegetable Juice Color, Water, Maltodextrin, Citric Acid, Sodium Ascorbate, Ascorbic Acid], Natural Vanilla Flavor [Water, Organic Ethyl Alcohol, Natural Flavors (Plant Based Aromatic Extractives), Vanilla Bean Extractives (Vanilla Beans)]), Buttercream (Vanilla Frosting [Powdered Sugar (Sugar, Cornstarch), Palm Shortening (Palm Oil), Butter (Sweet Cream), Natural Flavor, Sea Salt], Food Coloring Blend [Glycerin, Deionized Water, Colored With Vegetable Juice and Spirulina, Vegetable Glycerin, Natural Plant Extractives, Spinach Concentrate, Sunflower Oil, Plant Extractive, Sunflower Lecithin, Natural Plant Extractive, Beet, Citric Acid, Soy Lecithin]).","Milk and Dairy, Eggs, Wheat, Soy"
Vanilla Sandwich Cremes,$4.79,8 oz,2 cookies (27 g),130," Flour Blend (Rice Flour, Organic Corn Flour, Soy Flour, Potato Starch, Cornstarch, Tapioca Starch, Xanthan Gum, Acacia Gum, Carrageenan), Powdered Sugar (Cane Sugar, Cornstarch [To Prevent Caking]), Cane Sugar, Palm Oil, Expeller Pressed Canola Oil, Gluten Free Oat Flour, Invert Cane Sugar, Cornstarch, Natural Flavors, Sea Salt, Baking Soda (Sodium Bicarbonate), Xanthan Gum, Soy Lecithin (Emulsifier), Leavening (Ammonium Bicarbonate).",Soy
Tres Leches Family Pack,$13.99,Unknown,Unknown,Unknown,Unknown,Unknown
Graham Crackers,$5.49,14.1 oz,4 crackers (28 g),120," Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Graham Flour (Whole Wheat Flour), Cane Sugar, Invert Sugar Syrup, Cold Pressed Sunflower Seed Oil, Honey, Salt, Leavening (Sodium Bicarbonate, Ammonium Bicarbonate, Calcium Phosphate), Microbial Enzymes, Natural Flavor.",Wheat
"Chocolate Layer Cake - 6""",,30 oz,80 g (80 g),310," Cake (Water, Non-GMO Wheat Flour, Non-GMO Sugar, Non-GMO Expeller-pressed Canola Oil, Non-GMO Cocoa Powder, Non-GMO Sweet Potatoes, Vinegar, Baking Soda [Sodium Bicarbonate), Non-GMO Invert Sugar, Salt], Frosting (Sugar (Contains Cornstarch For Anticaking), Non-GMO Vegan Cream Cheese (Water, Coconut Oil, Potato Starch, Sea Salt, Glucano-delta-lactone (Naturally Derived from Non-GMO Rice and/Or Maize and Used As An Acidulant), Natural Flavoring, Olive Extract, Vitamin B12, Non-GMO Certified Sustainable Palm Oil, Non-GMO Vegan Butter (Natural Oil Bend (Palms Fruit, Canola and Olive), Water, Contains 2% Or Less Of: Salt, Natural Flavor (Derived from Corn, Non MSG, No Alcohol, No Gluten, GMO-Free), Sunflower Lecithin-an Emlsifier, Lactic Acid (Non-dairy Derived from Sugar Beets), Annatto Extract - Color), Non-GMO Cocoa Powder, Non-GMO Vanilla), and Non-GMO Sprinkles (Sugar, Corn Starch, S Ustainable Palm Oil and Palm Kernel Oil, Cocoa (Processed With Alkali), Sunflower Lecithin, Natural Vanilla Flavor, Carnauba Wax).","Tree Nuts, Wheat"
Creme Brulee Madeleine,$13.99,1 lb,Unknown,Unknown,Unknown,Unknown
Organic Vanilla Wafer Cookies,$4.49,9 oz,Unknown,Unknown," Organic Enriched Wheat Flour (Organic Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic Cane Sugar, Organic Expeller Pressed Palm Oil, Sea Salt, Organic Natural Flavors, Leavening (Sodium Bicarbonate), Organic Soy Lecithin (Emulsifier).","Wheat, Soy"
Carrot Cake 6 Inch,,Unknown,Unknown,Unknown,Unknown,Unknown
Cookies & Cream Cake 6in,,8 servings per container,1 slice,750," Chocolate Cake (Cane Sugar, Enriched Unbleached Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Buttermilk [Cultured Low Fat Milk, Salt, Vitamin A Palmitate, Vitamin D3], Expeller Pressed Canola Oil, Cocoa Powder [Cocoa Processed With Alkali], Eggs, Baking Soda, Baking Powder, Sea Salt), Cookies & Cream Icing (Vanilla Frosting [Powdered Sugar [Sugar, Cornstarch], Palm Shortening [Palm Oil], Butter [Sweet Cream], Natural Flavor, Sea Salt], Chocolate Creme Cookie [Cane Sugar, Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Expeller Pressed Canola Oil, Cocoa Powder (Processed With Alkali), Wheat Starch, Invert Cane Sugar Syrup, Natural Flavors, Salt, Baking Soda (Sodium Bicarbonate), Soy Lecithin (Emulsifier)]), Ganache (Heavy Cream [Pasteurized Heavy Cream], Chocolate Chips [Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin, Natural Vanilla Extract], Chocolate Chips [Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin (Emulsifier), Vanilla Extract]), Chocolate Creme Cookie (Cane Sugar, Unbleached Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Expeller Pressed Canola Oil, Cocoa Powder [Processed With Alkali], Wheat Starch, Invert Cane Sugar Syrup, Natural Flavors, Salt, Baking Soda [Sodium Bicarbonate], Soy Lecithin [Emulsifier]).","Milk and Dairy, Eggs, Wheat, Soy"
"Vanilla Layer Cake - 6""",,30 oz,80 g (80 g),320," Cake (Non-GMO Sugar, Non-GMO Flour (Wheat, Malted Barley), Non-GMO Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller-pressed Canola Oil and/Or Safflower Oil and/Or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Expeller-pressed Canola Oil, Water, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Non-GMO Vanilla], Frosting [Sugar (Contains Cornstarch For Anti-caking), Non-GMO Vegan Cream Cheese (Water, Coconut Oil, Potato Starch, Sea Salt, Glucono-delta-lactone (Naturally Derived from Non-GMO Rice and/Or Maize and Used As An Acidulant), Natural Flavoring, Olive Extract, Vitamin B12), Non-GMO Certified Sustainable Palm Oil, Non-GMO Vegan Butter (Natural Oil Blend (Palm Fruit, Canola and Olive), Water, Contains 2% Or Less Of: Salt, Natural Flavor (Derived from Corn, No MSG, No Alcohol, No Gluten, GMO-Free), Sunflower Lecithin-an Emulsifier, Lactic Acid (Non-dairy Derived from Sugar Beets), Annatto Extract-color), Non-GMO Vanilla] and Non-GMO Sprinkles [Sugar, Corn Starch, Sustainable Palm and Palm Kernel Oil, Sunflower Lecithin, Riboflavin For Color, Natural Vanilla Flavor, Carnauba Wax].","Milk and Dairy, Tree Nuts, Wheat"
Carrot Cupcake,$2.50,Unknown,1 ea,400," Cream Cheese Icing (Cream Cheese [Pasteurized Cultured Milk and Cream, Salt, Stabilizers (Xanthan and Carob Bean and Guar Gums)], Butter [Cream, Natural Flavorings], Powdered Sugar [Sugar, Cornstarch], Vanilla Extract [Water, Alcohol, Cane and/Or Corn Sugar, Vanilla Extractives]), Carrot Cupcake (Organic Cane Sugar, Expeller Pressed Canola Oil, Crushed Pineapple [Pineapple, Pineapple Juice, and Citric Acid], Flour [Unbleached Hard Spring Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid], Carrot, Liquid Egg [Whole Eggs, Citric Acid (Citric Acid Added To Preserve Color)], Walnut, Organic Coconut [Dehydrated and Shredded], Baking Soda, Salt, Vanilla Extract [Water, Alcohol, Cane and/Or Corn Sugar, Vanilla Extractives], Cinnamon), Walnut.","Milk and Dairy, Eggs, Tree Nuts, Wheat"
Chocolate Eruption Cake Slice,$4.99,1 servings per container,1 ea,810," Chocolate Cake (Cane Sugar, Enriched Unbleached Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Buttermilk [Cultured Low Fat Milk, Salt, Vitamin A Palmitate, Vitamin D3], Expeller Pressed Canola Oil, Cocoa Powder [Cocoa Processed With Alkali], Eggs, Baking Soda, Baking Powder, Sea Salt), Vanilla Frosting (Powdered Sugar [Sugar, Cornstarch], Palm Shortening [Palm Oil], Butter [Sweet Cream], Natural Flavor, Sea Salt), Mousse (Whole Milk [Whole Milk, Vitamin A Palmitate, Vitamin D3], Chocolate Mousse [Sugar, Topping Base (Glucose Powder, Palm Kernel Oil, Milk Protein), Low Fat Cocoa Processed With Alkali, Food Starch Modified, Dextrose, Glucose Syrup Solids, Gelatin, Texturant (Carrageenan, Tetrasodium Diphosphate, Disodium Phosphate), Tetra Sodium Pyrophosphate, Calcium Lactate, Salt]), Ganache (Heavy Cream [Pasteurized Heavy Cream], Chocolate Chips [Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin, Natural Vanilla Extract], Chocolate Chips [Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin (Emulsifier), Vanilla Extract]).","Milk and Dairy, Eggs, Wheat, Soy"
