Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
Ginger Beer Single,$2.69,12 oz,12 fl oz (355 ml),150," Filtered Water, Cane Sugar, *Ginger, *Lime Juice, *Scotch Bonnet Pepper, *Turmeric Yeast, Sparkling Mineral Water",Unknown
Blackberry Soda,$2.49,12 fl oz,12 fl oz (355 ml),95," Purified Sparkling Water, Cane Sugar, Blackberry Juice Concentrate, Natural Flavors, Citric Acid, Fruit & Vegetable Juice (For Color)",Unknown
GINGER BEER CANS EXTRA GINGER BEER CLUB PK,$2.39,12 fl oz,12 fl oz (355 ml),145,"sparkling filtered water, cane sugar, pineapple juice from concentrate, honey, ginger root, lemon and lime juices from concentrate, spices",Unknown
SODA GINGER ALE ZERO,$2.39,12 fl oz,1 can (355 ml),0," Sparkling Filtered Water, Sweetener Blend [Erythritol, Reb A (Stevia Leaf Extract), Monk Fruit Extract], Pressed Organic Ginger, Natural Flavors, Citric Acid",Unknown
SODA GINGER ALE,$2.39,12 fl oz,1 can (355 ml),140,"sparkling filtered water, cane sugar, pressed organic ginger, natural flavors, citric acid.",Unknown
Ginger Brew,$8.99,1 servings per container,1 bottle (355 ml),145, Sweetened With Fair Trade Organic Cane Sugar,Unknown
OG Orange Hibiscus Italian Soda,$3.99,25.4 fl oz,12 fl oz (360 ml),40," Carbonated Water, Organic Cane Sugar*, Organic Orange Juice from Concentrate, Organic Hibiscus Infusion (Water, Organic Hibiscus), Natural Flavors, Citric Acid.",Unknown
CRAFT GINGER BEER,$2.39,12 fl oz,Unknown,Unknown,Unknown,Unknown
Root Beer 12 Pack,$7.49,12 servings per container,1 can (355 ml),180," Carbonated Water, Invert Cane Sugar, Natural Flavor, Caramel Color, Citric Acid.",Unknown
Ginger Lemon Kombucha,$8.19,48 fl oz,12 fl oz (355 ml),210," Organic Kombucha*, Cold-pressed Ginger Juice+, Cold-pressed Lemon Juice+, Live Active Cultures (Bacillus Coagulans Mtcc5856) *Organic Kombucha: Filtered Water, Acids from Fermentation (Acetic+, Lactic, Gluconic, Tartaric), Cane Sugar+, Live Kombucha Cultures, Black Tea+, Green Tea+, Carbonation.",Unknown
Organic Pomegranate Kombucha,$8.19,48 fl oz,12 fl oz (355 ml),60,Unknown,Unknown
Pink Lady Apple Kombucha,$8.19,48 fl oz,12 fl oz (355 ml),210," Organic Kombucha*, Cold-pressed Apple Juice†, Live Active Cultures (Bacillus Coagulans Mtcc 5856) *Organic Kombucha: Filtered Water, Acids from Fermentation (Acetic†, Lactic, Gluconic, Tartaric), Cane Sugar†, Live Kombucha Cultures, Black Tea†, Green Tea†, Carbonation",Unknown
KOMBUCHA,$8.19,48 fl oz,12 fl oz (355 ml),50," Organic Kombucha*, Cold-pressed Passion Fruit Juice†, Cold-pressed Tangerine Juice†, Cold-pressed Orange Juice†, Live Active Cultures (Bacillus Coagulans Mtcc 5858) *Organic Kombucha: Filtered Water, Acids from Fermentation (Acetic†, Lactic, Gluconic, Tartaric), Cane Sugar†, Live Kombucha Cultures, Black Tea†, Green Tea†, Carbonation",Unknown
Milk Thistle Super Herb Tea,$13.79,Unknown,Unknown,Unknown,Other  Organic Grapefruit Flavor,Unknown
Tea Beautifying Botanicals Sleep,$13.79,Unknown,Unknown,Unknown,Other  Natural Honey and Rose Flavor,Unknown
Unfiltered Apple Juice,$5.79,33.8 fl oz,8 oz (240 ml),140," Pasteurized 100% Apple Juice from U.S. Grown Fresh Apples, Vitamin C, Natural Sediment May Occur.",Unknown
Almond Milk - Unsweetened,$4.99,48 fl oz,8 fl oz (240 ml),35," Almond Milk (Water, Almonds), Calcium Carbonate, Sunflower Lecithin, Sea Salt, Natural Flavor, Guar Gum, Gellan Gum, Vitamin A Palmitate, Vitamin D2, Potassium Citrate.",Tree Nuts
Unsweetened Oatmilk,$5.99,48 fl oz,8 fl oz (240 ml),110," Oatmilk (Water, Oats), Sunflower Oil, Dipotassium Phosphate, Calcium Carbonate, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2",Unknown
Toasted Coconut Almond Milk,$4.99,48 fl oz,8 fl oz (240 ml),45," Almondmilk (Water, Almonds), Coconut Cream, Calcium Carbonate, Sunflower Lecithin, Sea Salt, Natural Flavor, Locust Bean Gum, Gellan Gum, Monk Fruit Extract, Potassium Citrate.",Tree Nuts
Sparkling Water,$2.29,16.9 fl oz,1 bottle (500 ml),0, Carbonated Mineral Water.,Unknown
Blueberry LavenderBeauty Tea,$13.79,Unknown,Unknown,Unknown,Other  Natural Blueberry Flavor With Other Natural Flavors,Unknown
SIMPLY CLASSIC ORG HONEY WATER,$3.19,16 fl oz,1 bottle,90,"filtered water, organic honey, organic flavor, ascorbic acid (vitamin c), citric acid, organic vegetable juice (color).",Unknown
SYNERGY LEMON BERRY,$9.99,48 fl oz,16 fl oz (473 ml),60," Gt's Kombucha* (Kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Strawberry Juice*, Blueberry Juice*, Raspberry Juice*, Meyer Lemon Juice*, Fresh Pressed Lime Juice*, and 100% Pure Love!!!",Unknown
Mango Peach Soda 4pk,$8.99,12 fl oz,12 fl oz (355 ml),90," Purified Sparkling Water, Cane Sugar, Mango Puree Concentrate, Peach Juice Concentrate, Natural Flavors, Citric Acid, Ascorbic Acid, Gum Arabic, Ester Gum, Beta Carotene.",Unknown
Decaf Ginger Peach Longevity Tea,$14.49,2.65 oz,Unknown,Unknown,"Decaffeinated Black Tea, Natural Peach Flavor and Ginger",Unknown
Blackberry Sage Tea For Wisdom,$12.29,2.8 oz,Unknown,Unknown,"Black Tea, Natural Blackberry Flavor and Sage",Unknown
Ginger Beer,$5.49,888 ml,1 can,80,"carbonated water, organic agave, citric acid, ginger extract, extracts of chili pepper, coriander, cardamom, lime and orange.",Unknown
Belly Rub Organic Cold-Pressed Juice,$7.99,16 fl oz,16 fl oz (473 ml),220,"Organic Pineapple Juice, Organic Pear Juice, Organic Cabbage Juice, Organic Ginger Root Juice, Organic Mint Juice, Organic Parsley Juice",Unknown
Organic Detox Super Green Tea,$13.79,1.8 oz,Unknown,Unknown,Other  Natural Green Apple Flavor,Unknown
Organic Lemonade Multipack,$4.19,6.75 fl oz,1 box (200 ml),100," Organic Grape Juie Concentrate (Filtered Water, Organic Grape Juice Concentrate), Filtered Water, Organic Lemon Juice Concentrate, Ascorbic Acid (Vitamin C), Organic Lemon Flavor.",Unknown
Organic Immunity SuperGreen Tea,$13.79,1.8 oz,Unknown,Unknown,Other  Organic Orange Flavor,Unknown
Organic Blueberry Lemonade Reduced Sugar Juice,$2.79,64 fl oz,8 fl oz (240 ml),40," Filtered Water, Organic Cane Sugar, Organic Lemon Juice Concentrate, Citric Acid, Organic Natural Flavors, Organic Fruit and Vegetable Juice (Color), Natural Flavors, Organic Blueberry Juice Concentrate, Organic Rebaudioside A (Stevia Leaf Extract).",Unknown
Chamomile Lemon Tea Bags,$12.29,1.65 oz,Unknown,Unknown,"Lemon Balm, Linden Flower, Orange Blossoms, Chamomile, Lavender Flower, Skullcap, Passion Flower and Valerian Root",Unknown
Sparkling Spring Water,$3.19,Unknown,12 fi oz (360 ml),0,"spring water, co2.",Unknown
ORIGINAL NITRO COLD BREW NITRO,$5.49,10.3 fl oz,1 can,15,"cold brew coffee (water, coffee)",Unknown
Emerald River Organic Cold-Pressed Juice,$7.99,16 fl oz,16 fl oz (473 ml),150,"Organic Apple Juice, Organic Cucumber Juice, Organic Kale Juice, Organic Broccoli Juice, Organic Celery Juice, Organic Lemon Juice, Organic Ginger Root Juice",Unknown
COCONUT WATER THE ORIGINAL,$2.29,11.1 fl oz,1 container,60,"coconut water, less than 1% sugar, vitamin c (ascorbic acid).",Unknown
Pulp Free Orange Juice,$2.19,11.5 fl oz,1 bottle,160,100% Orange Juice,Unknown
Hair Bender Nitro Cold Brew,$5.49,10.3 fl oz,Unknown,Unknown,"Cold Brew Coffee (Water, Coffee)",Unknown
Simply Lemonade (11.5 Fl Oz),$2.19,1 servings per container,1 bottle,160,"Contains Pure Filtered Water, Lemon Juice, Cane Sugar, Natural Flavors.",Unknown
Organic Superherb Reishi Mushroom Tea,$13.79,1.4 oz,Unknown,Unknown,Other  Organic Chocolate Flavor,Unknown
Spring Water,$4.99,Unknown,Unknown,Unknown,Spring Water,Unknown
Blueberry Hibiscus Superflower Tea,$12.29,2.03 oz,Unknown,Unknown,Other Ingredients Natural Blueberry Flavor,Unknown
Natural Hibiscus Superflour Tea,$12.29,2.03 oz,Unknown,Unknown,"Proprietary Blend Nigerian Hibiscus (Flower), Sweet Blackberry (Leaf), Stevia (Leaf)",Unknown
Lakewood® Organic Pure Carrot Juice,$8.99,32 fl oz,8 fl oz (240 ml),130, Organic Blood Orange Juice.,Unknown
PURE Concord Grape Organic,$8.99,32 fl oz,8 fl oz (240 ml),160,Ingredient: Organic Concord Grape Juice.,Unknown
Alkaline & Antioxidant Smartwater 1L,$2.79,33.8 fl oz,12 fl oz (360 ml),0," Vapor Distilled Water, Calcium Chloride and Magnesium Chloride and Potassium Bicarbonate (Electrolyte Sources*), Sodium Selenate.",Unknown
Lemonade With Raspberry,$2.19,11.5 fl oz,1 bottle,150," Filtered Water, Cane Sugar, Lemon Juice, Raspberry Puree, Natural Flavors.",Unknown
Organic Lean Green SuperGreen Tea,$13.79,1.8 oz,Unknown,Unknown,Other  Organic Maple Spice Flavor,Unknown
ME & THE BEES LEMONADE,$2.99,12 fl oz,12 oz (355 ml),120,"water, cane sugar, honey, lemon juice concentrate, dark sweet cheery juice concentrate, black cherry flavor, natural vegetable color, monk fruit extract, flaxseed extract.",Unknown
Prickly Pear Lemonade,$2.99,12 fl oz,8 oz (237 ml),100," Water, Lemon Juice, Prickly Pear, Honey, Flaxseed, Fruit & Vegetable Juice For Color",Unknown
Chai Masala With Extra Ginger,$15.79,2 oz,Unknown,Unknown," Ginger, Cardamom, Organic Turmeric, Cinnamon Verum, Cloves, Fennel, Black Peppercorns.",Unknown
365 WFM WATER - CASE,$7.49,64 servings per container,12 fluid ounce (360 milliliter),0,Spring Water,Unknown
Immunityaid Orange Burst,$3.49,12 fl oz,1 can,40,"Other  Carbonated Water, Organic Agave Nectar, Natural Flavors, Citric Acid, Organic Stevia Leaf Extract (Reb A)",Unknown
R.W. Knudsen Just Pomegranate Juice,$9.99,32 fl oz,8 fl oz (240 ml),160," Filtered Water (Sufficient To Reconstitute), Pomegranate Juice Concentrate.",Unknown
Vietnamese Portable Pour Over Coffee,$11.99,7.4 oz,1 creamer packet (30 g),100,"Creamer  Milk, Sugar Coffee  Vietnamese Coffee",Milk and Dairy
High Achiever Ground Coffee,$16.99,22 servings per container,2.5 tbsp (13 g),0,"arabica coffee, lion's mane extract, coffeeberry whole coffee fruit extract, vitamin b3 (niacinamide), vitamin b5 (pantothenic acid), vitamin b2 (riboflavin), vitamin b1 (thiamine mononitrate), vitamin b12 (methylcobalamin).",Unknown
COLA,$1.49,Unknown,12 fl oz (355 ml),0,"carbonated water, caramel color, tartaric acid, malic acid, stevia leaf extract, natural flavorings, caffeine.",Unknown
Cola 6 Pack,$6.29,12 fl oz,12 fl oz (355 ml),0," Carbonated Water, Caramel Color, Tartaric Acid, Malic Acid, Stevia Leaf Extract, Natural Flavorings, Caffeine.",Unknown
Watermelon Mint Sparkling Water with Probiotics,$3.49,12 fl oz,1 can (355 ml),15," Carbonated Filtered Water, Organic Watermelon Puree, Organic Lemon Juice, Organic Mint Leaves, Live Probiotics (Bacillus Subtilis De111)",Unknown
71 Irving House Blend,$13.99,12 oz,1 cup (237 ml),0,Coffee,Unknown
Organic Espresso Roast Ground Coffee,$13.99,9 oz,Unknown,Unknown,certified organic coffee,Unknown
Churro Ground Coffee,$15.99,12 oz,Unknown,Unknown,"Vietnamese Coffee, Cinnamon",Unknown
Cafe Domingo Ground Coffee,$10.99,10.5 oz,Unknown,Unknown,Unknown,Unknown
Vanilla Ground Coffee,$15.99,12 oz,Unknown,Unknown,"Vietnamese Coffee, Ground Vanilla",Unknown
Almond Breeze Unsweetened Vanilla Almondmilk,$3.99,8 servings per container,1 cup (240 ml),30," Almondmilk (Filtered Water, Almonds), Calcium Carbonate, Natural Flavors, Sea Salt, Potassium Citrate, Sunflower Lecithin, Gellan Gum, Vitamin A Palmitate, Vitamin D2, D-alpha-tocopherol (Natural Vitamin E)",Tree Nuts
Uncle Waithley's Vincy Brew,$9.99,12 oz,12 fl oz (355 ml),150," Filtered Water, Cane Sugar, *Ginger, *Lime Juice, *Scotch Bonnet Pepper, *Turmeric, Yeast, Sparkling Mineral Water.",Unknown
Organic Fair Trade Blueberry Lavender Kombucha,$5.19,12 fl oz,1 can (355 ml),50," Kombucha* (Filtered Water, Fair Trade Black Tea*, Fair Trade Black Tea*, Fair Trade Sugar*, Kombucha Culture), Wild Blueberries*, Lavender*, Limes*",Unknown
Zero Calorie Creamy Root Beer Soda 12 Pack,$13.79,12 servings per container,1 can (355 ml),0," Carbonated Water, Stevia Leaf Extract, Natural Flavors, Citric Acid.",Unknown
Fitaid Sports Recovery Zero Sugar Citrus Medley,$3.49,12 fl oz,1 can,5,"Other  Carbonated Water, Natural Flavors, Citric Acid, Malic Acid, Stevia Leaf Extract (Rebm), Monk Fruit Extract",Unknown
Just Mango Juice,$9.99,32 fl oz,8 fl oz (240 ml),140," Filtered Water (Sufficient To Reconstitute), Mango Puree, Mango Juice Concentrate.",Unknown
Coffee Medium Roast Whole Bean,$13.99,8.8 oz,Unknown,Unknown,Ingredient: 100% Arabica Coffee.,Unknown
Coffee Espresso Medium Roast Ground,$13.99,8.8 oz,Unknown,Unknown,Ingredient: 100% Arabica Coffee.,Unknown
Organic Dark Roast Ground Coffee,$13.99,10 oz,Unknown,Unknown,certified organic coffee,Unknown
Maximizer Ground Coffee,$16.99,22 servings per container,2.5 tbsp (14 g),5,Unknown,Unknown
The Original + Collagen Coffee Pods,$16.99,4.9 oz,1 pod (14 g),20,"arabica coffee*, hydrolyzed collagen.",Unknown
Blackberry Sage Sparkling Water with Probiotics,$3.49,12 fl oz,1 can (355 ml),15," Carbonated Filtered Water, Organic Blackberry Puree, Organic Lemon Juice, Organic Sage Leaves, Live Probiotics (Bacillus Subtilis De111)",Unknown
ORANGEADE WITH REAL FRUIT JUICE,$1.49,Unknown,12 fl oz (355 ml),20,"green orangeade flavored sparkling beverage ingredients: carbonated water, 10% orange juice (from concentrated juice), citric acid, malic acid, ascorbic acid, stevia leaf extract sweetener, natural orange flavorings, locust bean gum, gum arabic, beta-carotene (color).",Unknown
Strawberry Basil Sparkling Water with Probiotics,$3.49,12 fl oz,1 can (355 ml),15," Carbonated Filtered Water, Organic Strawberry Puree, Organic Lemon Juice, Organic Basil Leaves, Live Probiotics (Bacillus Subtilis De111)",Unknown
C2o Original Coconut Water Og 33.8 Oz,$5.69,4 servings per container,1 cup (240 ml),50,"Ingredient: Organic Coconut Water, Less Than 1% Sugar*.",Tree Nuts
Churro Latte Kit - 5 Pack,$11.99,7.4 oz,1 creamer packet (30 g),100,"Creamer  Milk, Sugar Coffee  Vietnamese Coffee, Cinnamon",Milk and Dairy
- Half & Half,$2.29,12 fl oz,12 fl oz (355 ml),5," Filtered Water, Lemon Juice Concentrate, Organic Black Tea, Natural Flavor, Lemon Oil, Ascorbic Acid, Monk Fruit Extract, Citric Acid, Malic Acid, Lactic Acid",Unknown
Purified Alkaline Water with Electrolytes,$13.99,17 servings per container,12 fl oz (360 ml),0," Purified Water (by Reverse Osmosis), Sodium Bicarbonate, Dipotassium Phosphate, Magnesium Sulfate and Calcium Chloride†",Unknown
Zero Sugar Classic Lemonade,$2.29,12 fl oz,12 fl oz (355 ml),5," Filtered Water, Lemon Juice Concentrate, Natural Flavor, Lemon Oil, Ascorbic Acid, Monk Fruit Extract, Citric Acid, Malic Acid, Lactic Acid",Unknown
Strawberry Mint Basil Sparkling Water 12 Pack,$4.49,12 servings per container,1 can (355 ml),0," Carbonated Water, Natural Flavor.",Unknown
Water,$2.49,33.8 fl oz,12 fl oz (360 ml),0," Purified Water (by Reverse Osmosis), Sodium Bicarbonate, Dipotassium Phosphate, Magnesium Sulfate and Calcium Chloride.",Unknown
1 L Smartwater,$2.69,33.8 fl oz,Unknown,Unknown," Vapor Distilled Water, Calcium Chloride and Magnesium Chloride and Potassium Bicarbonate (Electrolyte Sources*).",Unknown
Coconut Water & Mango Juice Beverage,$4.49,Unknown,Unknown,Unknown,Unknown,Unknown
C2o Pure Coconut Water 17.5 Oz,$2.79,210 fl oz,1 cup (240 ml),40," Coconut Water, Less Than 1% Sugar*.",Tree Nuts
Fitaid Citrus Medley,$3.49,12 fl oz,1 can,40,"Other  Carbonated Water, Organic Agave Nectar, Natural Flavors, Citric Acid, Malic Acid, Organic Stevia Leaf Extract (Reb A)",Unknown
ORGANIC UNFILTERED HONEYCRISP CIDER,$10.49,33.8 fl oz,8 oz (240 ml),140," Pasteurized 100% Apple Juice from U.S. Grown Fresh Organic Apples, Vitamin C.",Unknown
Churro Latte Kit - 5 Pack,$11.99,7.4 oz,1 creamer packet (30 g),100,"Creamer  Milk, Sugar Coffee  Vietnamese Coffee, Cinnamon",Milk and Dairy
Organic Fair Trade Pineapple Mint Kombucha,$5.19,12 fl oz,1 can (355 ml),50," Kombucha* (Filtered Water, Fair Trade Black Tea*, Fair Trade Sugar*, Kombucha Culture), Pineapple*, Mint*, Limes*",Unknown
Organic Fair Trade Ginger Lemon Rosemary Kombucha,$5.19,12 fl oz,1 can (355 ml),50," Kombucha* (Filtered Water, Fair Trade Black Tea*, Fair Trade Sugar*, Kombucha Culture), Lemons*, Ginger*, Rosemary*",Unknown
C2o Original Coconut Water Og 33.8 Oz,$5.69,4 servings per container,1 cup (240 ml),50,"Ingredient: Organic Coconut Water, Less Than 1% Sugar*.",Tree Nuts
Uncle Waithley's Vincy Brew,$9.99,12 oz,12 fl oz (355 ml),150," Filtered Water, Cane Sugar, *Ginger, *Lime Juice, *Scotch Bonnet Pepper, *Turmeric, Yeast, Sparkling Mineral Water.",Unknown
Coffee Espresso Medium Roast Ground,$13.99,8.8 oz,Unknown,Unknown,Ingredient: 100% Arabica Coffee.,Unknown
Radiant Greens Coconut Smoothie,$5.19,10 fl oz,1 bottle,110," Organic Coconut Water*, Organic Coconut Meat*, Water, Organic Mango Puree, Organic Pineapple Juice, Organic Greens Blend (Organic Spinach Puree, Organic Moringa Powder, Organic Kale Powder, Organic Barley Grass Powder, Organic Spirulina Powder), Natural Flavors, Organic Lemon Juice.",Unknown
Califia® Blonde Roast Cold Brew Black Coffee,$6.69,48 oz,Unknown,Unknown," Cold Brew Coffee (Wafer, Coffee).",Unknown
Hydration/OG 1L,$9.99,33.8 fl oz,Unknown,Unknown," Watermelon, Filtered Water, Lime Juice",Unknown
Tart Cherry Stomp Juice,$8.39,32 fl oz,8 fl oz (240 ml),120," Apples, Tart Cherry Juice",Unknown
Protein Coconut Macaroon,$4.99,12 oz,1 bottle (355 ml),240," Organic Coconut Milk (Water, Organic Coconut Creme), Organic Pea Protein, Organic Coconut Sugar, Organic Natural Flavor, Organic Vanilla Extract, Pink Salt, Organic Ashwagandha Extract, Organic Maca Extract, Organic Reishi Mushroom Extract, Gellan Gum, Organic Stevia Extract, Zinc Gluconate.",Tree Nuts
- 32 Oz,$9.99,4 servings per container,8 fl oz (240 ml),60, Organic Coconut Water*,Tree Nuts
Starbucks Blonde Roast Unsweetened Iced Coffee Beverage,$7.29,48 fl oz,12 fl oz (360 ml),10," Brewed Starbucks Coffee (Water, Coffee).",Unknown
ORIGINAL ICED COFFEE,$6.19,48 fl oz,12 fl oz (360 ml),15," Coffee (Water, Coffee",Unknown
Grapefruit Juice,$4.99,52 fl oz,8 fl oz (240 ml),100,Grapefruit Juice,Unknown
THINK Ground Coffee with Lion's Mane Mushrooms,$16.99,12 oz,4 tbsp (21 g),0," Organic Coffee, Organic Lion's Mane Extract.",Unknown
THINK Whole Bean Coffee with Lion's Mane Mushrooms,$16.99,12 oz,5 tbsp (21 g),0," Organic Coffee, Organic Lion's Mane Extract.",Unknown
Focus Matcha Latte,$4.99,12 oz,1 bottle,100," Organic Coconut-milk (Water, Organic Coconut Creme), Organic Honey, Organic Matcha Green Tea, Organic Vanilla Extract, Organic Spirulina, Organic Quillaja Extract, Pink Salt, Organic Stevia Extract",Tree Nuts
Wellness Tropical Greens,$4.99,12 oz,1 bottle (355 ml),80," Water, Organic Orange Juice, Organic Pineapple Juice, Organic Passion Fruit Juice, Organic Spinach Puree, Aquamin Calcareous Marine Algae (Red Algae, Citric Acid, Malicacid), Organic Cucumber Puree, Organic Lime Juice, Organic Lemon Juice Concentrate, Organic Coconut Water Powder, Organic Monk Fruit Extract, Zinc Gluconate.",Tree Nuts
Wellness Berry Roots,$4.99,12 oz,1 bottle (355 ml),70," Water, Organic Strawberry Puree, Organic Blueberry Juice, Organic Raspberry Juice, Organic Carrot Puree, Aquamin Calcareous Marine Algare (Red Algae, Citric Acid, Malic Acid), Organic Elderberry Juice, Organic Beet Puree, Organic Lemon Juice Concentrate, Organic Coconut Water Powder, Organic Monk Fruit Extract, Zinc Gluconate.",Tree Nuts
Ultimate Immune Juice,$9.49,52 fl oz,8 fl oz (240 ml),110," Organic Orange Juice, Organic Elderberry Juice from Concentrate, Organic Acerola Puree, Ascorbic Acid, Zinc Gluconate, Organic Vegd3 Powder.",Unknown
S. Pellegrino® Sparkling Water - Aranciata,$6.29,11.15 fl oz,1 can (330 ml),120," Water, Sugar, Orange Juice Concentrate, Carbon Dioxide, Lemon Juice Concentrate, Orange Extract, Natural Flavors.",Unknown
Organic Harmless Coconut Water,$5.49,16 fl oz,8 fl oz (240 ml),60, Organic Coconut Water*,Tree Nuts
Intenso Coffee K-Cups 20 Count,$19.99,8.3 oz,Unknown,Unknown,100% arabica coffee,Unknown
Classico Coffee K-Cups 20 Count,$19.99,8.3 oz,Unknown,Unknown,100% arabica coffee,Unknown
THINK ORGANIC COLD BREW GROUND COFFEE WITH LION'S MANE MUSHROOMS & YACON- BAG,$16.99,12 oz,2 tbsp,0,"organic coffee, organic lion's mane extract, organic yacon juice powder.",Unknown
The High Achiever Coffee Pods 10 Count,$16.99,4.76 oz,1 pod (13 g),0," Arabica Coffee*, Lion's Mane Extract, Coffeeberry Whole Coffee Fruit Extract, Vitamin B3 (Niacinamide), Vitamin B5 (Pantothenic Acid), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamine Mononitrate), Vitamin B12 (Methylcobalamin).",Unknown
Big Bang Whole Bean Coffee,$10.99,10.5 oz,1 cup (237 ml),2.4,Coffee,Unknown
Califia Farms® Medium Roast Cold Brew Black Coffee,$6.69,48 fl oz,12 fl oz (360 ml),15," Cold Brew Coffee (Water, Coffee)",Unknown
Sour Cherry Sparkling Beverage 6 Pack,$6.29,6 servings per container,12 fl oz (355 ml),20," Carbonated Water, 10% Sour Cherry Juice (from Concentrated Juice), Black Carrot (Color), Citric Acid, Stevia Leaf Extract, Natural Flavorings.",Unknown
Pomegranate Liquid Energy,$1.99,2 fl oz,Unknown,Unknown,"Purified Water, Evaporated Cane Sugar, Natural Flavor, Malic Acid, Xanthan Gum, Stevia Extract (Stevia Rebaudiana Leaf)",Unknown
Pulp Free Orange Juice,$8.79,52 fl oz,8 fl oz (240 ml),110, Organic Orange Juice,Unknown
Organic Grapefruit Juice,$9.99,52 fl oz,8 fl oz (240 ml),90, Organic Grapefruit Juice.,Unknown
Organic Fair Trade Strawberry Jalapeño Kombucha,$5.19,12 fl oz,1 can (355 ml),50," Kombucha* (Filtered Water, Fair Trade Black Tea*, Fair Trade Sugar*, Kombucha Culture), Strawberries*, Jalapenos*",Unknown
Orange Juice with Calcium,$8.79,7 servings per container,8 fl oz (240 ml),110,"organic orange juice, tricalcium citrate, zinc gluconate, organic vegd3 powder.",Unknown
Organic Ultimate Defense Juice,$9.49,52 fl oz,8 fl oz (240 ml),120," Organic Orange Juice, Organic Pineapple Juice from Concentrate, Organic Acerola, Organic Ginger Juice, Organic Whole Root Turmeric, Ascorbic Acid, Bacillus Coagulans Snz 1969™, Organic Black Pepper.",Unknown
Decaf Major Dickasons,$10.99,10.5 oz,Unknown,Unknown,Dark Roast Coffee,Unknown
THINK Ground Coffee with Lion's Mane Mushrooms High Caffeine,$16.99,12 oz,4 tbsp (21 g),0," Organic Coffee, Organic Lion's Mane Extract, Organic Green Tea Extract (L-theanine), Organic Coffee Extract.",Unknown
Corsica Ground Coffee,$14.99,12 oz,Unknown,Unknown,"Darker Roast With Notes of Baker's Chocolate, Red Wine, Spices",Unknown
Keto Original K Cup Coffee,$16.99,5.1 oz,1 pod (14.5 g),90," Butter Blend (Organic and Grass-fed Butter Powder), MCT Oil (Caprylic and Capric Acid Triglycerides from Highly Refined Coconut Oil), Acacia Gum, Arabica Coffee *, Sunflower Lecithin, Caffeine (Fron Green Coffee Beans) and Silicon Dioxide.","Milk and Dairy, Tree Nuts"
Death Wish Medium Roast,$13.99,10 oz,Unknown,Unknown,Certified Organic Coffee,Unknown
Daybreaker Instant Latte Coffee,$18.67,8.08 oz,1 packet (27.9 g),130,"Other  Natural Flavor, Pink Himalayan Sea Salt, Organic Cacao Powder, Monk Fruit Extract Sodium Caseinate (A Milk Derivative), Contains 2% Or Less Of Each Of the Following: Silicon Dioxide, Sunflower Lecithin)","Milk and Dairy, Tree Nuts"
Classic Ground Coffee,$15.99,12 oz,Unknown,Unknown,Vietnamese Coffee,Unknown
SuperAdapt™ Clarity and Calm® Tea,$13.79,1.9 oz,Unknown,Unknown,Other  Organic Lemon Flavor,Unknown
Organic Original Sparkling Hibiscus Water,$3.49,12 fl oz,1 can (355 ml),0," Carbonated Water, Organic Hibiscus Flower",Unknown
Lychee sparkling water (can),$2.49,12 fl oz,12 fl oz (355 ml),20,"carbonated water, lychee puree, citric acid",Tree Nuts
Brazil Medium Roast Coffee K-Cup Pods,$33.49,13.7 oz,Unknown,Unknown, 100% Arabica Coffee,Unknown
Sensible Slippers Grape Juice,$6.99,32 fl oz,8 fl oz (240 ml),100," Filtered Water (Sufficient To Reconstitute); Organic White Grape, Organic Apple, Organic Zucchini, Organic Concord Grape and Organic Lemon Juice Concentrates; Organic Natural Flavor.",Unknown
FRUIT JUICE ORGANIC ORANGE MANGO,$4.99,32 fl oz,Unknown,Unknown,"filtered water (sufficient to reconstitute), organic apple juice concentrate, organic banana puree, organic orange juice concentrate, organic mango puree, organic natural flavor, beta carotene (pro vitamin a).",Unknown
Maximizer Coffee Pods,$16.99,10 servings per container,1 pod (13 g),5,"arabica coffee*, xylooligosaccharides prebiotic (preticx), slippery elm bark and chromium picolinate (chromax)",Unknown
Yuzu sparking water (can),$2.49,12 fl oz,12 fl oz (355 ml),0,"carbonated water, yuzu juice, lemon juice, natural ginger extract.",Unknown
Organic Pure Lime Juice,$10.29,32 fl oz,1 tsp (5 ml),0,Ingredient: Organic Lime Juice.,Unknown
TEA JUST ICE ORGL BL ORG,$2.69,16 fl oz,1 bottle,0," Organic Brewed Tea (Filtered Water, Organic Black Tea Leaves*), Organic Cardamom, Citric Acid.",Unknown
Pop And Bottle - Vanilla Cold Brew Almond Latte,$3.59,11 fl oz,11 fl oz (325 ml),150," Almond Milk* (Water, Almonds*), Dates*, Cold Brew Coffee* (Water, Coffee Beans*), Vanilla Extract*, Himalayan Pink Salt, Clove Extract, Cardamom Extract*.",Tree Nuts
Classic Cold Brew Almond Latte,$3.59,11 fl oz,11 oz,130," Almond Milk* (Water, Almonds*), Dates*, Cold Brew Coffee* (Water, Coffee Beans*), Himalayan Pink Salt.",Tree Nuts
