Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
SPARKLING ENERGY DRINK ELECTRIC BERRY,$2.99,12 fl oz,12 fl oz (355 ml),5,"filtered carbonated water, citric acid, natural raspberry flavor with other natural flavors, vegetable juice for color, potassium citrate, natural caffeine from green tea, steviol glycosides (reb m), l-theanine, niacinamide (vitamin b3), ginger root extract, pyridoxine hydrochloride (vitamin b6), biotin, cyanocobalamin (vitamin b12).",Unknown
Yuzu sparking water (6-pack),$6.99,6 servings per container,1 can (355 ml),0," Carbonated Water, Yuzu Juice, Lemon Juice, Natural Ginger Extract",Unknown
CHERRY COLA-12 PACK,$6.67,1 servings per container,1 can (355 ml),50,"carbonated water, olismart (cassava root fiber, chicory root inulin, jerusalem artichoke inulin, nopal cactus*, marshmallow root*, calendula flower*, kudzu root*), tart cherry juice concentrate, apple juice concentrate, lime juice, cassava root syrup, natural cola flavor, stevia leaf*, himalayan pink salt, green tea caffeine*, natural slack cherry flavor",Unknown
- Grape,$6.67,12 fl oz,Unknown,Unknown,Unknown,Unknown
Pomelo sparkling water (6-pack),$6.99,12 fl oz cans,1 can (355 ml),10,"carbonated water, pomelo juice, orange juice, lemon juice, hibiscus extract",Unknown
Calamansi sparkling water (6-pack),$6.99,12 fl oz cans,1 can (355 ml),0,"carbonated water, calamansi puree",Unknown
Organic Ground Coffee Capsules,$14.39,Unknown,Unknown,Unknown,Unknown,Unknown
Organic Salted Caramel Nitro Cold Brew Coffee,$3.79,7 fl oz,1 can (207 ml),120," Water, Organic Oats, Organic Coffee, Organic Sunflower Oil, Less Than 2% Of Potassium Carbonate, Organic Cane Sugar, Sea Salt, Organic Natural Caramel Flavor",Unknown
Watermelon Lime Soda,$6.67,12 fl oz,1 can (355 ml),40,"carbonated water, watermelon juice, olismart (cassava root fiber, chicory root inulin, jerusalem artichoke inulin, nopal cactus*, marshmallow root*, calendula flower*, kudzu root*), lime juice, apple juice concentrate, tart cherry juice concentrate, cassava root syrup, stevia leaf*, himalayan pink salt, natural watermelon flavor *extract",Unknown
Organic Ground Coffee Capsules,$6.39,Unknown,Unknown,Unknown,Unknown,Unknown
Cold Pressed Tangerine,$10.99,59 fl oz,8 fl oz (240 ml),140, Tangerine Juice,Unknown
Strawberry & Rhubarb Probiotic Soda,$2.29,12 fl oz,Unknown,Unknown,Unknown,Unknown
SPARKLING ENERGY DRINK WATERMELON CRUSH,$2.99,12 fl oz,12 fl oz (355 ml),5,"filtered carbonated water, citric acid, natural watermelon flavor with other natural flavors, potassium citrate, natural caffeine from green tea, fruit and vegetable juice for color, steviol glycosides (reb m), l-theanine, niacinamide (vitamin b3), ginger root extract, pyridoxine hydrochloride (vitamin b6), biotin, cyanocobalamin (vitamin b12).",Unknown
Organic Decaf Buzz Free Full City Roast Ground Coffee,$15.09,24 oz,Unknown,Unknown,Ground Coffee,Unknown
Organic Decaf Peruvian Peak Vienna Roast,$6.39,4.6 oz,Unknown,Unknown, Organic Coffee.,Unknown
- Vintage Cola,$6.67,12 fl oz,1 can (355 ml),35," Carbonated Water, Olismart (Cassava Root Fiber, Chicory Root Inulin, Jerusalem Artichoke Inulin, Nopal Cactus*, Marshmallow Root*, Calendula Flower*, Kudzu Root*), Cassava Root Syrup, Apple Juice Concentrate, Lime Juice, Natural Cola Flavor, Alpinia Galanga Root*, Stevia Leaf*, Himalayan Pink Salt, Green Tea Caffeine*, Natural Vanilla Flavor, Natural Caramel Flavor, Cinnamon*.",Unknown
El Ramo Coffee,$13.99,12 oz,Unknown,Unknown,Coffee,Unknown
Pink Lemonade Sparkling Water Single,$1.09,12 fl oz,1 can (355 ml),10," Carbonated Water, Cherry Juice, Lime Juice, Lemon Juice, Hibiscus (For (Color).",Unknown
Lemon Sparkling Water,$1.09,12 fl oz,1 can (355 ml),3," Carbonated Water, Lemon Juice.",Unknown
Kombucha - Watermelon,$3.99,16 fl oz,1 bottle,80," Organic Kombucha*, Cold-pressed Watermelon Juice†, Watermelon Essence, Malic Acid, Live Active Cultures (Bacillus Coagulans Mtcc 5856) *Organic Kombucha: Filtered Water, Acids from Fermentation (Acetic, Lactic, Gluconic, Tartaric), Cane Sugar†, Live Kombucha Cultures, Black Tea†, Green Tea†, Carbonation",Unknown
Protein Seasonal Limited Edition,$4.99,12 oz,1 bottle (355 ml),200," Organic Coconut-milk (Water Organic Coconut Creme), Organic Pea Protein, Organic Orange Juice, Organic Coconut Sugar, Organic Natural Flavor Organic Vanilla Extract, Organic Ashwagandha Extract, Organic Maca Extract, Pink Salt, Organic Reishi Mushroom Extract, Organic Stevia Extract, Organic Acacia, Gellan Gum, Zinc Gluconate.",Tree Nuts
Trplshot Late 9oz - 1,$3.49,Unknown,1 can,100," Reduced Fat Milk, Coffee (Water, Coffee), Cane Sugar, Chicory Root Fiber, Acacia, Disodium Phosphate, Trisodium Phosphate, Lactase Enzyme, Rosemary Extract, Gellan Gum, Vitamin D3.",Milk and Dairy
Organic Tropical Energizer Juice,$5.49,15.2 fl oz,1 bottle (450 ml),200," Organic Juices (Orange, Pineapple, Mango Puree, Passion Fruit, Lime), Organic Caffeine (from Green Tea).",Unknown
Fever-Tree Club Soda 500ml,$3.49,16.9 fl oz,1 bottle,0,"carbonated water, sodium bicarbonate.",Unknown
Clear Mind Kombucha - Green Tea with Rosemary and Mint,$3.99,14 fl oz bottle,1 bottle,60," Brewed Tea (Water, Green Tea†, Rosemary†, Peppermint†, Sage†, Dandelion Root†), Cane Sugar†, Live Kombucha Culture (Yeast, Bacteria).",Unknown
Brew Dr Kombucha Limited Release 14oz,$3.99,Unknown,1 bottle,70," Brewed Tea (Water, Green Tea†, Raspberry†), Cane Sugar†, Live Kombucha Culture (Yeast, Bacteria), Cranberry Juice Concentrate.",Unknown
Lemon Lime Prebiotic Soda 12 oz,$4.44,Unknown,1 can,25," Sparling Water, Organic Cane Sugar, Organic Agave Inulin, Apple Juice*, Organic Apple Cider Vinegar, Natural Flavor, Citric Acid, Stevia, Lime Juice*, Lemon Juice*.",Unknown
Vitaminwater Xxx Aai- Blueberry-pomegranate - 20 Fl Oz Bottle,$2.49,Unknown,Unknown,Unknown,Unknown,Unknown
Organic Dairy-Free Nuts & Cocoa Protein Plant Shake,$4.49,12 fl oz,1 bottle,260," Cashewmilk (Filtered Water, Cashews*), Dates*, Coconut Cream*, Cocoa Powder*, Tapioca Starch*, Gluten-free Oats*, Natural Flavor*, Sea Salt.",Tree Nuts
Original Real Ginger Ale,$4.99,4 servings per container,1 can (355 ml),140," Sparkling Filtered Water, Cane Sugar, Pressed Organic Ginger, Natural Flavors, Citric Acid.",Unknown
Banana Cream Prebiotic Soda,$6.67,12 fl oz,1 can (355 ml),50," Carbonated Water, Olismart (Cassava Root Fiber, Chicory Root Inulin, Jerusalem Artichoke Inulin, Nopal Cactus*, Marshmallow Root*, Calendula Flower*, Kudzu Root*), Banana Puree, Cassava Root Syrup, Lemon Juice, Double-fold Vanilla*, Stevia Leaf*, Himalayan Pink Salt, Natural Vanilla Flavor, Natural Banana Cream Flavor",Milk and Dairy
Brand 100% Natural Spring Water,$3.19,Unknown,Unknown,Unknown,Unknown,Unknown
Orange Clementine,$2.49,16 oz,1 bottle,35," Water, Cane Sugar, Tangerine Juice Concentrate, Natural Flavors, Coconut Water Concentrate, Citric Acid, Himalayan Pink Salt, Potassium Chloride, Magnesium Citrate, L-theanine, Stevia Leaf Extract, Vitamin C (Ascorbic Acid), L-tyrosine, Organic Ashwagandha Root Extract, Vitamin E (D-alpha-tocopheryl Acetate), Vitamin A Palmitate, Beta Carotene (Color), Folic Acid, Vitamin B12 (Cyanocobalamin), Vitamin B6 (Pyridoxine Hydrochloride).",Tree Nuts
Organic Herbel Tea - Caffeine Free,$6.39,Unknown,Unknown,Unknown,Unknown,Unknown
Protein Oatmeal Cookie,$4.99,12 oz,1 bottle (355 ml),220," Organic Coconut-milk (Water, Organic Coconut Creme), Rganic Pea Protein, Organic Dates, Organic Oat Milk (Water, Organic Gluten-free Whole Grain Oats), Organic Vanilla Extract, Pink Salt, Organic Natural Flavor, Organic Quillaia Extract, Organic Ashwagandha Extract, Organic Cinnamon, Organic Maca Extract Organic Reishi Mushroom Extract, Organic Stevia Extract, Gellan Gum, Organic Nutmeg, Zinc Gluconate.",Tree Nuts
Organic Yuzu Green Tea,$6.69,Unknown,Unknown,Unknown," Organic Bancha Green Tea, Organic Yuzu",Unknown
Hair Bender Ground Coffee,$15.99,12 oz,Unknown,Unknown,Coffee,Unknown
THINK HIGH CAF COFFEE WITH LION'S MANE & YACON MUSHROOMS PODS - BOX (24-COUNT),$32.99,10.2 oz,1 coffee pod (12 g),0,"organic coffee, organic lion's mane extract, organic yacon juice powder, organic coffee extract.",Unknown
Iced Black Tea,$2.49,Unknown,1 can (568 ml),30,"water, agave nectar, black tea, citric acid, natural flavor (bergamot), pyridoxine hydrochloride (vitamin b6), cyanocobalamin (vitamin b12).",Unknown
Cold Pressed Organic Greens & Ginger,$6.29,15.2 fl oz,Unknown,Unknown,Unknown,Unknown
Black Gold Signature Blend Organic Whole Bean Coffee 12oz,$12.99,Unknown,Unknown,Unknown, Certified Organic Arabica Coffee,Unknown
Alkaline & Antioxidant Smartwater 1.5L,$3.49,50.7 fl oz,12 fl oz (360 ml),0," Vapor Distilled Water, Calcium Chloride and Magnesium Chloride and Potassium Bicarbonate (Electrolyte Sources*), Sodium Selenate.",Unknown
R.W. Knudsen Organic Just Tart Cherry Juice,$8.49,32 fl oz,8 fl oz (240 ml),130," Filtered Water (Sufficient To Reconstitute), Organic Red Tart Cherry Juice Concentrate.",Unknown
Cherry Lime Prebiotic Soda - 12 fl oz Can,$4.44,1 servings per container,1 can,25," Sparkling Water, Organic Cane Sugar, Organic Apple Cider Vinegar, Cherry Juice*, Organic Agave Inulin, Natural Flavors, Lemon Juice*, Lime Juice*, Stevia.",Unknown
Organic Tropical Passion Juice,$6.29,15.2 fl oz,1 bottle (450 ml),210," Organic Juices (Apple, Orange, Pineapple, Carrot, Mango Puree, Passion Fruit, Lime).",Unknown
COLD PRESSED JUICE,$5.49,15.2 fl oz,1 bottle (450 ml),80,"organic juices (cucumber, apple, pineapple, lemon), himalayan pink salt, organic caffeine (from green tea).",Unknown
Sparkling Water,$2.49,Unknown,1 can (568 ml),25,"carbonated water, agave nectar, natural watermelon flavor, citric acid, natural flavor, natural paprika-lime flavor.",Unknown
Kombucha,$3.99,1 servings per container,1 bottle (473 ml),70,"Organic Kombucha [Filtered Water, Kombucha Culture (Yeast and Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Cane Sugar, Carbonation], Cold-pressed Organic Lime Juice, Cold-pressed Organic Grape Juice, Organic Vanilla Powder, Organic Spearmint Extract",Unknown
Protein Strawberries & Crème,$4.99,12 oz,1 bottle (355 ml),250," Organic Coconut-milk (Water, Organic Coconut Creme), Organic Strawberry Puree, Organic Pea Protein, Organic Beet and Carrot Juice For Color, Organic Coconut Sugar, Organic Oat Milk (Water, Organic Gluten-free Whole Grain Oats), Organic Vanilla Extract, Organic Natural Flavor, Organic Quillaia Extract, Organic Ashwagandha Extract, Organic Maca Extract, Pink Salt, Organic Reishi Mushroom Extract, Organic Stevia Extract, Gellan Gum, Zinc Gluconate.",Tree Nuts
Ginger Ale Soda Single,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Citric Acid, Stevia Lea Extract, Natural Flavors, Ginger Extract.",Unknown
Grape Soda Single,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Citric Acid, Stevia Leaf Extract, Natural Flavors.",Unknown
Orange Soda Single,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Citric Acid, Natural Flavors, Stevia Leaf Extract.",Unknown
ZERO SUGAR CREAMY ROOT BEER SODA,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Natural Flavors, Stevia Leaf Extract, Citric Acid.",Unknown
Black Cherry Soda Single,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Citric Acid, Stevia Leaf Extract, Natural Flavors.",Unknown
Ginger Root Beer Soda Single,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Natural Flavors, Stevia Leaf Extract, Citric Acid.",Unknown
Cream Soda Single,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Citric Acid, Natural Flavors, Stevia Leaf Extract.",Unknown
Cola Soda Single,$1.79,12 fl oz,1 can (355 ml),0," Carbonated Water, Stevia Leaf Extract, Tartari Acid, Natural Flavors, Caffeine, Citric Acid.",Unknown
Organic Aura Pineapple Ginger Collagen Tea,$2.99,10 fl oz,1 bottle,70," Purified Water, Collagen Peptides (Bovine Source), White Tea*, Pineapple Juice*, Ginger Juice*, Raw Apple Cider Vinegar*, Lemon Juice*, Cinnamon*, Vanilla Extract*, Stevia*, and Erythritol*.",Unknown
Blood Orange Tangerine Sparkling Water,$6.99,12 fl oz,1 can (355 ml),12,"carbonated water, blood orange juice, tangerine juice, citric acid.",Unknown
Blood Orange Tangerine Sparkling Water,$1.09,12 fl oz,1 can (355 ml),12," Carbonated Water, Blood Orange Juice, Tangerine Juice, Citric Acid.",Unknown
Plant-Based Protein Shake Double Chocolate,$13.79,11 fl oz cartons,1 carton (330 ml),140," Water, Pea Protein Isolate, Soluble Corn Fiber, Contains Less Than 2% or Cane Sugar, Cocoa (Processed With Alkali), Natural Flavor, Tricalcium Phosphate, Salt, Potassium Chloride, Gellan Gum, Purified Stevia Leaf Extract, Cyanocobalamin (Vitamin B12).",Unknown
Whole Bean Coffee Iridescent Holiday Coffee,$16.79,12 oz,Unknown,Unknown,Coffee,Unknown
Kombucha,$3.99,Unknown,Unknown,Unknown,"Organic Kombucha [Filtered Water, Kombucha Culture (Yeast and Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Cane Sugar, Carbonation], Cold-pressed Organic Tangerine Juice, Cold-pressed Organic Passion Fruit Juice, Cold-pressed Organic Orange Juice",Unknown
Sparkling Water,$2.49,Unknown,1 can (568 ml),20,"carbonated water, agave nectar, citric acid, natural flavor (lime, orange).",Unknown
THINK HIGH CAF COFFEE WITH LION'S MANE & YACON MUSHROOMS PODS - BOX (10-COUNT),$14.99,10 servings per container,1 coffee pod (12 g),0,"organic coffee, organic lion's mane extract, organic yacon juice powder, organic coffee extract.",Unknown
24OZ FAST FORWARD,$23.99,Unknown,Unknown,Unknown,whole bean coffee,Unknown
THINK COFFEE WITH LION'S MANE & YACON MUSHROOMS PODS - BOX (10 COUNT),$14.99,10 servings per container,1 coffee pod (11 g),0,"organic coffee, organic lion's mane extract, organic yacon juice powder.",Unknown
THINK COFFEE WITH LION'S MANE & YACON MUSHROOMS PODS - BOX (24-COUNT),$32.99,9.4 oz,1 coffee pod (11 g),0,"organic coffee, organic lion's mane extract, organic yacon juice powder.",Unknown
Iced Black Tea,$2.49,Armless Palmer,1 can (568 ml),30,"wdfer, agave nectar, back tea, lemon juice concentrate, citric acid, natural flavor (lemon), pyridoxine hydrochloride (vitamin b6), cyanocobalamin (vitamin b12).",Unknown
Plant-Based Protein Shake Vanilla Bean,$13.79,Unknown,Unknown,Unknown,Unknown,Unknown
Coffee Cold Brew Vanilla Og,$12.49,32 fl oz,6 fl oz (177 ml),10,"filtered water, organic coffee, organic natural flavor",Unknown
Organic Aura Mango Passionfruit Collagen Tea,$2.99,10 fl oz .,1 bottle,70," Purified Water, Collagen Peptides (Bovine Source), White Tea*, Passionfruit Juice*, Mango Puree*, Raw Apple Cider Vinegar*, Lemon Juice*, Stevia*, and Erythritol*.",Unknown
Extra Bold Cold Brew Coffee,$5.99,42 fl oz,12 fl oz (360 ml),20," Cold Brew Coffee (Water, Coffee)",Unknown
Organic Holler Mountain Ground Coffee,$16.99,12 oz,Unknown,Unknown,Coffee,Unknown
Mushroom Coffee,$13.79,0.09 oz,1 packet (2.5 g),10," Organic Instant Coffee Powder, Organic Lion's Mane Extract (250 mg), Organic Chaga Extract* (250 mg), Organic Rhodiola Rosea Extract.",Unknown
Big Bang Coffee,$16.49,18 oz,1 cup (8 fluid ounce),2.4,Coffee,Unknown
Protein Hazelnut,$4.99,12 fl oz,1 bottle (355 ml),260," Organic Coconut-milk (Water, Organic Coconut Creme), Organic Pea Protein, Organic Hazelnut Butter, Organic Alkalized Cocoa Powder, Organic Inulin (Prebiotic Fiber), Organic Coconut Sugar, Organic Cocoa Powder, Organic Vanilla Extract, Organic Ashwagandha Extract, Pink Salt, Organic Maca Extract, Organic Stevia Extract, Organic Reishi Mushroom Extract, Gellan Gum.",Tree Nuts
Tropical Punch Kombucha,$3.99,16 fl oz,1 bottle,80," Organic Kombucha*, Cold-pressed Pineapple Juice*, Mango Puree*, Cold Pressed Orange Juice*, Live Active Cultures (Bacillus Coagulans Mtcc 5856), *Organic Kombucha: Filtered Water, Acids from Fermentation (Acetic†, Lactic, Gluconic, Tartaric), Cane Sugar†, Live Kombucha Cultures, Black Tea†, Green Tea†, Carbonation",Unknown
Mango Fermented Soy Probiotic Beverage,$29.69,3.5 fl oz,1 container (104 ml),50," Water, Cane Sugar*, Soy Protein Isolate, Lactobacillus Casei Lbc80r, Lactobacillus Rhamnosus CLR2, Lactobacillus Acidophilus Cl1285, Natural Flavors, Inactivated Nutritional Yeast, Pectin, Calcium Citrate., *Organic",Soy
MIND + BODY SPORTS DRINK,$2.49,16 oz,1 bottle,35," Water, Cane Sugar, Strawberry Juice Concentrate, Natural Flavor, Coconut Water Concentrate, Citric Acid, Himalayan Pink Salt, Malic Acid, Potassium Chloride, Magnesium Citrate, Fruit and Vegetable Juice For Color, L-theanine, Stevia Leaf Extract, Vitamin C (Ascorbic Acid), L-tyrosine, Organic Ashwagandha Root Extract, Vitamin E (D-alpha-tocopheryl Acetate), Vitamin A Palmitate, Folic Acid, Vitamin B12 (Cyanocobalamin), Vitamin B6 (Pyridoxine Hydrochloride).",Tree Nuts
SPARKLING ENERGY DRINK PEACHY KEEN,$2.99,12 fl oz,12 fl oz (355 ml),5,"filtered carbonated water, natural peach flavor with other natural flavors, citric acid, potassium citrate, natural caffeine from green tea, white tea, stevio glycosides (reb m), l-theanine, vegetable juice for color, beta carotene for color, niacinamide (vitamin b3), pyridoxine hydrochloride (vitamin b6), ginger root extract, biotin, cyanocobalamin (vitamin b12).",Unknown
Masala Chai Tea Concentrate,$6.39,4 servings per container,4 fluid ounce (120 milliliter),80," Filtered Water, Organic Cane Sugar, Organic Black Tea, Organic Cinnamon, Organic Ginger Root, Organic Cardamom, Organic Black Pepper, Organic Molasses, Organic Lemon Juice Concentrate, Organic Clove.",Unknown
LaCroix Black Razzberry Sparkling Water,$6.49,12 servings per container,1 can,0," Only Carbonated Water, Naturally Essenced*",Unknown
Organic Uptown Half & Half Iced Tea & Lemonade,$2.79,16 fl oz,473 ml (473 ml),70," Craft Brewed Organic Fair Trade Black Tea Leaves, Reverse Osmosis Water, Organic Fair Trade Evaporated Cane Juice, Organic Lemon Juice Concentrate, Organic Lemon Flavor, Organic Stevia Extract.",Unknown
Classic Root Beer Sparkling Tonic,$6.67,12 fl oz,Unknown,Unknown," Purified Water, Olismart (Chicory Root*, Jerusalem Artichoke*, Kudzu Root*, Cassava Fiber, Cassave Syrup, Marshmallow Root*, Slippery Elm Bark*, Nopal Cactus*, Calendula Flower*), Apple Juice, Lemon Juice, Organic Root Beer Flavor Extract*, Stevia*, Burdock Root*, Pink Rock Salt, Vanilla Bean Essence, Sweet Birch*",Unknown
Mango Passionfruit,$2.49,16 oz,1 bottle,35," Water, Cane Sugar, Mango Juice Concentrate, Coconut Water Concentrate, Natural Flavor, Himalayan Pink Salt, Citric Acid, Potassium Chloride, Malic Acid, Magnesium Citrate, L-theanine, Stevia Leaf Extract, Vitamin C (Ascorbic Acid), L-tyrosine, Organic Ashwagandha Root Extract, Vitamin E (D-alpha-tocopheryl Acetate), Vitamin A Palmitate, Veta Carotene (Color), Folic Acid, Vitamin B12 (Cyanocobalamin), Vitamin B6 (Pyridoxine Hydrochloride).",Tree Nuts
Orange Squeeze Sparkling Tonic,$6.67,12 fl oz,12 fl oz (355 ml),45,"Carbonated Water, Olismart (Cassava Roof Fiber, Chicory Root Inulin, Jerusalem Artichoke Inulin, Nopal Cactus*, Calendula Flower*, Kudzu Root"", Marshmallow Root*, Slippery Elm Bark*), Lemon Juice, Apple Juice Concentrate, Mandarin Juice Concentrate, Cassava Root Syrup, Clementine Juice Concentrate, Rose Hip*, Acerola Cherry*, Stevia Leaf*, Himalayan Pink Salt, Natural Orange Flavor*",Unknown
VANILLA LATTE (W/ COCONUT & ALMOND MILK),$5.55,12 fl oz,1 can,120,"cold brew coffee (filtered water, coffee), coconut cream, almond butter, natural flavors, date syrup, sunflower lecithin, sodium bicarbonate, trisodium citrate, gellan gum, organic locust bean gum.",Tree Nuts
Pumpkin Spice Latte Cold Brew Coffee,$3.77,48 fl oz,12 fl oz (360 ml),120," Cold Brew Coffee (Water, Coffee), Almondmilk (Water, Almonds), Cane Sugar, Pumpkin Puree, Calcium Carbonate, Potassium Citrate, Natural Flavors, Cinnamon, Sunflower Lecithin, Sea Salt, Ginger, Monk Fruit Juice Concentrate, Nutmeg, Locust Bean Gum, Gellan Gum",Tree Nuts
